"","lyrics","title","artist","sentiment"
"95","स्झ भुल दिेला्इ टाढा ्इे
बोलाउ  फे फे ह्दय ोड्े
स्झ भुल दिेला्इ टाढा ्इे
बोलाउ  फे फे हृदय ोड्े
बल्झाउ ेक घाउ सह धे गा् 
स्झ भुक द बि्स धे गा् 
स्झ भुल दिेला्इ टाढा ्इेला्इ............
 
ा ह खेल धे खेल्
कस हसाउ कस ुउ
भुल् सक् चोट बोकी
आफ् भाग्य दोष् ्
पिडा बो हुदौ 
आफ हदि ाे
 
स्झ भुल दिेला्इ टाढा ्इेला्इ............
 
जीवभ दुख  सुख
अाइह् यह जीव
बाच्  यहा आखा आशु
लि इ हासे आज
जीव चल्दै  
आफ हदि ाे
 
स्झ भुल दिेला्इ टाढा ्इे
बोलाउ  फे फे ह्दय ोड्े
स्झ भुल दिेला्इ टाढा ्इे
बोलाउ  फे फे हृदय ोड्े
बल्झाउ ेक घाउ सह धे गा् 
स्झ भुक द बि्स धे गा् 
स्झ भुल दिेला्इ टाढा ्इेला्इ.........…","नसम्झ","Adrian Pradhan","हर्ष"
"96","ॐ ा पे  (८)
 
साड स् व्ष ्ल टेँ
ह ुँ भ ्ल आँटे
 आज ाय ्लोप
 
आ बाबा ेा हिाल पाी
खुस ल्उँ भ आथेँ ी
आज फे प्य ्लोप
 
भु भु ि् आग  झु्
भु भु य ध् ्य गग चु्
 
चिस कथ्ङ्ग्ीद हिँउक ो
ु भा बोक चड् ला
 प्ा िचोल्द कुहिो
 
अल अल ्द बड्य हुी
 भाइ  बड्य दुी
प फ्क भ्दा झ्य पहिो
 
भु भु ि ् पाउँदा  झु्
भु भु ि् ुप भग 
ए एई...
 
भु भु लह लह बा झुल्
भु भु पा झ्दा प फूल फुल्
भु भु ि् आग  झु्
भु भु य ध् ्य गग चु्
भुो...
","भुमो","Tsujil Karmacharya","दुःखी"
"97","(अ्द्ध िशा लि सुस्देश,
दी ब आयौँ हाी
ि् द्ा) २

Verse 1:
(दु्दशा य सब  संसा
पापक भा ाव िचे) २
(जि्दगीक हाल सुधा् भी) २
ईश्‍व पु् जग  संच ाी।

Verse 2:
(ईश्‍व  ाावक प्दा
पाप ावक पाप ्दा) २
(ोड़ ाव  ईश्‍व) २
आुभय हा् ईश्‍व दुष्ट संसाा।

Verse 3:
(शह येुश, गावैँ बेथहे
ज् गोठ बालक  ) २
(ख्ीष्ट जीवधा, येश ाणहा) २
बिश्‍स ल् आ ज हु् ृ्युपा।

Chorus:
(अ्द्ध िशा लि सुस्देश,
दी ब आयौँ हाी
ि् द्ा) २

Verse 1:
(दु्दशा य सब  संसा
पापक भा ाव िचे) २
(जि्दगीक हाल सुधा् भी) २
ईश्‍व पु् जग  संच ाी।

Verse 2:
(ईश्‍व  ाावक प्दा
पाप ावक पाप ्दा) २
(ोड़ ाव  ईश्‍व) २
आुभय हा् ईश्‍व दुष्ट संसाा।

Verse 3:
(शह येुश, गावैँ बेथहे
ज् गोठ बालक  ) २
(ख्ीष्ट जीवधा, येश ाणहा) २
बिश्‍स ल् आ ज हु् ृ्युपा।","ARDDHA NISHAAMAA LI SUSANDESHA","","दुःखी"
"98","पोखि घाँक झुल् भ संघाा
ि् जि्दगीक ढो
खोंल खोंल लाग् ह २
सयप् फूल फक् आँगा
बासक भा टिप बोल बोल लाग् ह २
क क आँखा  ेक् आउ २
पेल स ाग् क आँखा धाउ्
य धे ािस य धे आँखाहु
 भ ि् आँखा
ोज ोज लाग् ह २
उड उड लाग्  प्ँख कह पलाय २
क शा् लाउक पा कस चला
आफ थाहा ै कस थाहा ला
ेस  ि सि
ध ध लाग् ह २
पोखि घाँक झुल् भ संघाा
ि् जि्दगीक ढो
खोंल खोंल लाग् ह २","पोखिएर घांमको झुल्का","","दुःखी"
"99","बहा  उड्य ,  था्दै २
पल पल ि्ो, द आय २
य  ा्दै

बहा  उड्य ,  था्दै

चाँद ा, जू  ण सी, ि आई
् स्प्स दे
ीक धुो, सग बी, जी
ाग ँ सजा

पल पल ि्ो, द आय २
य  ा्दै

बहा  उड्य ,  था्दै

हिल ौस, िझि व्षा भ , बस् हृ बि
साग झैँ गहिो, द झैँ कल कल, ि् ा, बग्य अप्ि बि

पल पल ि्ो, द आय २
य  ा्दै

बाहा  उड्य ,  था्दै","बहार संगै उड्यो मन","","प्रेम"
"100","प्ि बि यौव
, प्ि बि यौव, अफाप  भ
ि बिा, संसा २
उजाड उजाड,  भय २
प्ि बि यौव
स्झ आउं ह पल , ब्ध ्य ा
आँखा आउं झल्झल स्बि, िल ्य ा
धो हु् भ् शंक  ा, शंह  
प्ि बि यौव, अफाप  भ
क पा भ वल, ि् ा खेथे।
य दु दिक जीवी,  ि् ा ोथे
धो हु् भ् शंक  ा, शंह  
, प्ि बि यौव, अफाप  भ
ि बि संसा २
उजाड उजाड  भय २
प्ि बि यौव
ह प्ि बि यौव","प्रित बिना यौवन","","दुःखी"
"101","उड जाँउ भ  पं इ
बस् ए ल  ै
खासक ोह लागे ह 
स े ए ल ँहा ै
फुल फुल  प  े फुल्दै -2
लाख ाा क ्  ्येहा े  ै
बिहक आग िभा खोज् आशु  ए ल िभ्दै
खोलाक पा सि्दु ि्खा ेटा ए ल सक्दै
पिीक सिय ै चि् फाट सिउ भे-2
चोट प िठ लाग् ालु  दिय भे
टाढा  खास य गी े सु् क ए ल सु्दै
ब्दक ुट उस् फे आउ क ए ल आउदै
उड जाँउ भ  पं इ
बस् ए ल  ै -2","उडी जाँउ भने म पंछी होइन","","दुःखी"
"102","कु ाँ सद भो
े ाँ बद भो
 दि ाँ भ्दा
जाल ाँ कद भो
 ् ाँ िी
झुठ लग्य की
क े ाँ ि जुठ लग्य की","कुन माँया सदर भो","","प्रेम"
"103","दे  इ  पि
धे क  े पि
पी बेद ि् जि
्य    येंहा े पि!
ा ोए ि पि
ि जस् ोए  पि
बोलाउ  िस्ठु भी
ि् जस् धा े पि","तिम्रो जस्तो मुटु मेरो पनि","","दुःखी"
"104","आ ............................
आउ  ठा ा  लाडि
क भईसक  सक्दै बाडि

सुल ा् सुकुा  ि  जी
 दिउ कस क ास भ िसाी
हु्क् ा ा ोप ुस् गोडे
स्व्ग जाउ   प् ोडे
जिक स्द स्द आउ  टासि

उल ब्द अंधे ब्द लु खे
खोज भाड् क शा् ि्लज्ज च
 श्स प क फे् बिउँझदा िदाउदा
प्ेक ह् कस ग ि फउदा
साप ि् पि े सक्दै ासि
आउ  ठा ाी ....................
हं हं .................................................","नआउ जुन कोठामा राती मसँग लाडिन","माणिकरत्न","प्रेम"
"105"," प  ािस  ाीभि् ुट चल्
 प ह ु हास्  लाग्
 प अ झ ा ्  लाग्
 प  ािस  ..........

ि् बोल सु्दाखे ाइल लाग् 
ि्  ि् बिश्स शहााझ लाग् 
ि हा बढाउदा थािदि  लाग्
 प  ािस  ...............

ि् हास ि् आश आफ् ठािसक ै
ि जीवक  ािसक ै
ि झुक्दा अंगाल बाधिदि  लाग्
 प  ािस  ................
......................................
......................................
......................................
","म पनि त मानिसै हुँ छातीभित्र मुटु चल्छ","माणिकरत्न","हर्ष"
"106","य कस् ा दिय बद ुट जल्
य क ब्षा ली आग हा चल्
य कस् ा

क पिडा क आश शा  ु् क 
अध् क अध् य बिहा  हु् क 
य कस् ा .................
..........................
.......

 आउ  अाई प्िक्ष  शिा 
जा ैक गी गु्जि सु् 
य कस् ा ...................
...........................
..........","यो कस्तो रात दियो बदला","माणीकरत्न","दुःखी"
"107","एउटा ाा झ्दा प आश सिङ ि् लाग्
एउटा गल् भ थ्य जि्दग  ि् लाग्
एउटा ाा ..........................

ुटुभि् गी   आँखा सुसक्
ाउा् इ े ाा डुबिसक्
एउटा ाा .........................
................................
................................

् लाग् े ा बिोड ाइदि
फुल  ंडा ब् बस्  अाईग
एउटा ाा ..................
....................................
....................................
","एउटा तारा झर्दा पनि","सि पि लोहनी","दुःखी"
"108","आजभोल  ह िी 
सप ि ाडेकी - 2
 बस े कु 
क खाल  ढाटेकी - 2

सप ि ् ंी 
 बे भीगय ा ीी 
क िद बििसक ि भ आईौ 
कुहिोक घु्ट खोल स च्ईौ 
आजभोलि ....................
.....................................

बालकक खेल् घ हा् प् है 
ज जाउ ि प बि्स  ै 
शि सुस्ाएझ फुल ाीाथी 
ि स्झेक   े ी 
आजभोलि .........................
................................................","आजभोलि किन हो तिमी सपनामा देखिन छाडेकी","शिव शंकर","प्रेम"
"109","य चाड कस बि्सु
सि्सि पा ुझे - 2
ोिजस् पाीक थोपा
ि् ल स ् - 2 

सुसा  थिय सुबुट्ट ा 
हिड्दहिड्द ोइएथ सुकु हा 
धड्क आपस े झ  
झ्झाइ बज ि्ा चि्बि चुा
य चाड कस बि्स सि्सि पा ुझे

 हिंड् दुइज एउटा थिय ाा 
जुलाफ  ि्ा गा िएथ ाा 
ि् भ भिक थिय आधा जिउ साा 
 भ पुेक  पसिा धाा 
य चाड कस बि्स सि्सि पा ुझे 

कपालक पा  प्िथ्ब ् 
कु्  भागेक थिय अलिक ्की 
दु कद प ि्ा पाउ ोएथे 
अचाक य ा सास ेएथे 
य चाड कस बि्स सि्सि पा ुझे  ","यती चाडै कसरी बिर्सु सिम्सिमे पानीले रुझेको","शिवशंकर","दुःखी"
"110","सि हा बग्य सुस्ी
ा् दुि  फे उडा लग्
उड हेक भु 


अ् आश बगाइ लग्
जाँद ु, का ि
बगे आश ि
आ दि कस क था
  अहिलाग  बाँचिह ु
सप खोज्दा खोज्दै
आफ  भुु
जाँद ु, का ि
बगे आश ि
जाँद ु, का ि
आ.आहै.
बगे आश ि
आहाहा आहाहा.हा.है
आहाहा आहाहा.हा.है
सिििि
जििि
सिििि
जििि
जिििििि
सि हा बग्य सुस्ी
अ् आश बगाइ लग्","सिरिरि","बिपुल छेत्री","हर्ष"
"111","हेय
गाढल ची
गाढल च ेो


 क पा आज
का भगे

ह््
वो पा क हल हेा आज का ाझेस

हेय
सलल बग हे
कलल खेल ह य ीस् खोला
ह््
बगेक  ि दाहि आयू
कस् य बेला

अल् य व
कस दि् य 
अल् य व
कस दि् य  हे

ह हेय
पौ ह यहा 
लौ ह यहा 
ा  पौे
दु दि क य जि्दग   क पिौे

ह हेय
लि् ह यहा 
दि् ह यहा थोै
कस पुग्े
लागे  कहि ै  क थुपा्े

अल् य व
कस दि् य 
अल् य व
कस दि् य  हे

सील सील हा बग्य  ह
औ दि्  कस्  थाह ै
 कस्ा कस्ा   खेल ह्
अस्ि्व खोज ह आजा स पा ै

ह हेय
 क     
कस  क भुँ
साँझेक ा पा ै
कस  क डउ

ह हेय
चा ि चललल कंगचे्जुंगा हिाल
ढकय संसा
पहा प शा्  ै
च ज हैक   ल

अल् य व
कस दि् य 
अल् य व
कस दि् य 

अल् य व
कस दि् य 
अल् य व
कस दि् य 

अल् य व
कस दि् य 
अल् य व
कस दि् य ","अल्लारे यो जोवन","बिपुल छेत्री","हर्ष"
"112","खो बग्य सलल, फ्क आ य पल आ.है... य पल
पा   क कि, पा  पि आ.है... पिी
ऋ  बदलिए, सय प बदलिए


ऋ  बदलिए,   े कह  बदलिु

ाीक पि ोडिदेउ, क ढो खोलिदेउ आ.है... खोलिदेउ
ह्ष  ाच ह हा साा, ज् य   ा आ.है...  ाो
युग  ढ, दि प ढ
यौव  ढ,   े कह  ढल्दै

आजस् आउद ि्ै दहु, यौवक बगे आज गहु
आजस् लाग् जि्दग ह अधुो, हे्दा हे्द बििस जीव ेो
... जीव ेो

जि     खो, ेप  क  बो आ.है... बो
युग  ढ, दि प ढ
 यौव े ढ,   े कह  ढल्दै
 े कह  ढल्दै
 े कह  ढल्दै","मन","बिपुल छेत्री","हर्ष"
"113","दि प े ा
ा प ि्  सझा
ालु  स्झ 
िहे यहा कल्पा

ए खे भ सक्
औ क ू े ा
दि प ढाल सक्
आज क प्खौ े ा

लाहाइ
ा क जाल फ्शहय  है
लाहाइ
हे्दा हे्द  ढल सक्य है

आहाहाअ हाआ हाआ

लैजौ  ि ैइ सह े ा
ोट  े    ि  े ा

दि प े ा
ा प ि्  सझा
ालु  स्झ 
िहे यहा कल्पा

लाहाइ
ा क जाल फ्शहय  है
लाहाइ
हे्दा हे्द  ढल सक्य है

आहाहाअ हाआ हाआ

आहाहाअ हाआ हाआ अहहहाहहा हाआ हाआ हाआ अहहहाआअ

आहाहाअ हाआ हाआ अहहहाहहा हाआ हाआ हाआ अहहहाआअ

आहाहाअ हाआ हाआ अहहहाहहा हाआ हाआ हाआ अहहहाआअ

आहाहाअ हाआ हाआ अहहहाहहा हाआ हाआ हाआ अहहहाआअ","मेरो माया","बिपुल छेत्री","दुःखी"
"114","आस भ ौंलाख ाा
आस भ ौंलाख ाा
झलल बलिह  ह ि क टाढा


सुसा   ैि
सुसा   ैि
्य पा गाँउ बिजुल ब् ज
झ ल ल ल ल ल ल ल ल ल ल ल ल
झ ल ल ल ल ल ल ल ल ल
हा चल्य  स
हा चल्य  स
स हा चल्य हल्दिय पिपल ुख
ाक ा उ 
ाक ा उ 
गग बास ैि िए 
जिव  बि् ह 
जिव  बि् ह 
अधु जिव अधु बि् ह 
आस भ ौंलाख ाा
आस भ ौंलाख ाा
झलल बलिह  ह ि क टाढा
झ ल ल ल ल ल ल ल ल ल ल ल ल
झ ल ल ल ल ल ल ल ल ल
झ ल ल ल ल ल ल ल ल ल ल ल ल
झ ल ल ल ल ल ल ल ल ल
झ ल ल ल ल ल ल ल ल ल ल ल ल ल
झ ल ल ल ल ल ल ल ल ल","नौंलाखे तारा","बिपुल छेत्री","दुःखी"
"115","भेट भय आज हा सि्डिट्क ाझ हाी
उभिए ि् बगल ा, बिज ि ोबाइल  हेेु
खीक व,



ा ि् थाहा ै   प्हा ै
बोल ह हे है, आँखा ह भिहे है
बोलुं  क भे
ड प लाग् चे

ि  सिलिगुि,   सिक् ि

खुस  ह ि् ाझ भ साा संसा आज
ि प      क ाइलो
हु थिय भ्

कस् य िल हा्ो, बीस िेट क स्ब्ध हा्ो
पा प पाए , चि प चि 
जि्दग ्  ह 
आफ्    द 

ि  सिलिगुि,   सिक् ि

  हेेक झ लाग् घ घि
(हे लाग् घिघि)
फ्क   प आशा सि
(हुउ... आशा सि)
 च्द  ाउद ु
( च्द ाउद ु)
ि  भ कल्प ्ु
(कल्प ्ु...)

कस् द्क पा प्, भि  चु 
ि  ओ लाग आफ् गाड प्खिहे
भि आज  ह 

सब गाड चढ् थाल्य काण्ड क ह् सुी
कलि्पोङ ट सिलिगुि, भ ि कस् िस्ठुी
चडे गय का ि
ाड ाख्य  य ि
ि  सिलिगुि,   सिक् ि
ि  सिलिगुि,   सिक् ि
ि  सिलिगुि,   सिक् ि","सिन्डिकेट्","बिपुल छेत्री","प्रेम"
"116","कह हिँ का का  हु्  प ्ल ्ल हिंड् प ह हिंड् प ह एउट  प  ोडे हिंड प ोडे ्््.ह््््.ह््््.ह््््.आहा. ्््.ह््््.ह््््.ह््््.आहाहा. ाचुँ् भ्थ सँध ि् दिल ाचुँ् भ्थ सँध ि् दिल जिवक  ल्य िल हाँ   सब बि्से ओ.ओ. कह हिँ का का  हु्  प ्ल ्ल हिंड् प ह हिंड् प ह एउट  प  ोडे हिंड प ोडे ्््.ह््््.ह््््.ह््््.आहा. ्््.ह््््.ह््््.ह््््.आहाहा. बसु् भ्थ सँध ि् ेउ बसु् भ्थ सँध ि् ेउ संसाक ि पा्य िल ु  हिँड ोडे ओ.ओ. कह हिँ का का  हु्  प ्ल ्ल हिंड् प ह हिंड् प ह एउट  प  ोडे हिंड प ोडे ्््.ह््््.ह््््.ह््््.आहा. ्््.ह््््.ह््््.ह््््.आहा. आहाहाहाहाहाहा.","कहिले काहिँ","बिपुल छेत्री","दुःखी"
"117","आश ाा, ेल ा
कलकल खो बगे,
ि  , बस हे हे,


 ाचे,
आश आशा
हिडिहे  आज
पा क  
भाग जाउँ ि  
संसाक ि ्  
सब ाड   
व्य्थक  अल्झ बसि
जि्दग बिा प 
उड्   लाग्
  ह का
हा हा हा
पा  क  
ाड ाख जाउँ ि ...
ह ह आ आ

आजक य ा फे 
ह बिउँझा
कल्प े आँखाी
 ब ा
य िठ ा यै
बसिद  हु्थ्

आ आ

बिहा आ अघि
भाग जाउँ ि  

ि ।।।।","जुनकिरी","बिपुल छेत्री","प्रेम"
"118","हे...
अाश ुे, संसा ढाक्े,
विशाल ि् डाल


हे...
उडेक बादल, ोपेक ि् ुहा,
लजा ि् चाल
हजाौँ  ि् ुप,  ेटिे,
ज हेेपि
ाखे अँगाल लिए,  िी,
हा  ि

Home, home calling home
Home, home calling home

हे...
लि क ु, सब ोह ा  अल्
चाहि हा क ,
  िल जुल् खेक हा् 

बुझ् बुझेपि,
्य े भ्द  सब ब्बाद
द अाउँ ि् द,
  ्  े हाल,
 ा भ्द अाउँद ि् द

(ॐ ा पाद् हु)
Home, home calling home
(ॐ ा पाद् हु)
Home, home calling home
(ॐ ा पाद् हु)
Home, home calling home,
(ॐ ा पाद् हु)
Home, home calling home
(ॐ ा पाद् हु)","माउंटेन हाई","बिपुल छेत्री","प्रेम"
"119","डढेल लाग्य ्य पा डाँडा साँझि
ल ह फे  े लाग्य पी
बास फैलिय आग स
दह ि् फ् आय झललल

बुझाईदे  जलीा य 
पक्डिदेउ  उडीा य 
बुझाईदे  जलीा य 
पक्डिदेउ  उडीा य 

ैि अँध् ै, अँध्  
आजस् सप अधु  
कस बुझाँ य बुझ् हहु
दि  ाझैँ कहिल्य िल् सपाहु

बुझाईदे  जलीा य 
पक्डिदेउ  उडीा य ","विल्द्फिरे","बिपुल छेत्री","दुःखी"
"120","पा प्य स, ा बज्य 
 उठ्य आज े आ्दक लह
हिक विपा, आज  सपा


ए ्ी, क चाँड बिेक य जीव
पा प्य स, भिज्य बुङ सह
ल ल बादल चढ फ्क आय असा, ल है

जि्दग कह घा कह पाी, ल ब लै
ा  सब भ्दा ठुल कु   है
ैि ि ि आश  ाय है
विप लागेक य कुहि हाय है
 साँच ाख हिँडिहेु
 ि् साहाा बाँचिहेु, ालु

पा प् स, ाेडा बग् 
फ्क अाए ि् ि ाड साा संसा
हिक विपा, अाज  सपा
ए ्ी, क चाँड बिे  जीव
पा प् स, भिज् बुङ सह
  बादल चड फ्क अा असा

ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै
ल ब ल ब ल ब लै, अा ाी
ल ब ल ब लै","असार","बिपुल छेत्री","हर्ष"
"121","देउाल डाँडाक शील हाा
साा जंगल ाच्य है
ि बिाक जी्दगाी


 कस   टुँ है

ेल चढ  जा टाढा
ाड य सब य संसा
अा दिक अाशा ाखि
 अघ बढे ्य पाि
जी फे  लाग्
अा हा हा
अा हा हा

ज हिँड उ टाढा लाग् पुग् ्
हे  दि ढलिसक्
ि् कल्पाक सु्द् डुबिहे
कस् य क खाँचो
  पुग्  े य इच्ा
  पाउ ेक प्िक्षा
ा

दुिक य ोह ाा
 धे अल्झाउ है
एउट भ जी्दगाी
 जस   टुँ है
ेल चढ  जा टाढा
ाड य सब य घ-बा
ि पा अाशा ाखि
 अघ बढे ्य पाि
जी फे  लाग्
अा हा हा
अा हा हा

लाग्य जी  
अा हा हा
अा हा हा","देउराली डाँडा","बिपुल छेत्री","हर्ष"
"122","ा साइली,   यौवक पि
ग खाए  खो ाैा
ा साइली,   यौवक पि


ग खाए  खो ाैा

ढलपल ् बादल ाथ बादलक ाी
बि्स ि टाढा  पि
टाढा  पि
टाढा  पि

ा साइली,   यौवक पि
ग खाए  खो ाैा

चिस चिस हा बग्य ुट  भिज्े
  ह क े जि्दग बि्े
ा साइली,   जि्दगीक खोजा
ग खाए  बिा शहा

ढलपल ् बादल ाथ बादलक ाी
बि्स ि टाढा  पि
टाढा  पि
टाढा  पि

ा साइली,   यौवक पि
ग खाए  खो ाैा
खो कीाैा
खो कीाैा","राम साइली","बिपुल छेत्री","दुःखी"
"123","दा्जिलिङक ेल गाडी,
ुक ुक ्द अघ बढी
बूढापाखा, यौव


सब सेट हिँडी
बिीसक क जीव
आय फ्क कि
अघ बढे ह िी
ूक्  कहिल्य पि
संसा  ाड ँ
ि जस् है, अ्क है

बास डाँडा टे,
आय ह फे फ्
इंजि धुँ उडाई
क क ग सिट बजाई
संसाक भीड़ आज भागे  आज
ि्  े ाझ पुा य ब्ध अझ
लैजा  िी
जि  गा्ह भय है
क कु
क कु
क कु
आ हा हा

दु दिक जि्दगाी
्ेौं ह सब हाी
जिउ  ा ाी
आ हा
भ ा बोकी
सझ्  घ घी
् अझ क 

 टाढा    
संसा जि्  
सक् हिँ  है
ह 
ि्  ि
ि् हा थाेि
संसा  जीीदि्ु
आश  चुिदि्ु

हिल हिल ैि हिली
जाि हे
ि चीबाी
उल  ओाल ्द आय डाँडा टी
कहिल्य हीँ ि स्झ द आउ बेस्सी
हिँडे ्य पा चढे  ेल गाडी

ेल गाड ेल गाड चढे ह जा 
ेल गाड ेल गाडी
ेल गाड ेल गाड चढे ह जा 
ेल गाड ेल गाडी
ेल गाड ेल गाड ेल गाडी
आ हा हा","रेल गाडी","बिपुल छेत्री","प्रेम"
"124","श्ीा् ग्भी ेपाली
   प्चण्ड प्ाप भूपि
   श् ५ स हााजाधिाज
   सदा स् ्ि
   ाखु् चिाय ईश
   प्जा फैलिस्
   पु जय प्े
   हा ेपाल साा
","","","देश्भक्ती"
"125","
सयौं थुँगा फूल हाी, एउट  ेपाली
सा्वभौ भ फैलिा, ेची-हाली।

प्कृि टी-ट स्पदाक आंचल
वीहू ग, स्व््  अटल।

ज्ञाभूि, शा्िभू ाई, पहाड, हिाल
अखण्ड य प् हा् ाृभू ेपाल।

बहुल जाि, भाषा, ध्, संस्कृ  विशाल
अग्गा ाष्ट् हा्ो, जय जय ेपाल। 
","","","देश्भक्ती"
"126","बिहाीक ि्िेसङ्ग अाँखा े खुल्य सुौल घाक झुल् स्व्य्भ प्य कद े चाल्दा चाल्द पुग  पशुप  साा िसक विश्सक अुभु स्व्ग जस् पवि् ठाँउ ह्ष  ि ुस्  सब ािस ह्श अडि अा अा अाअा अा े ठाडौं अा अा अाअा अा े ठाडौं धहा वस्पु ाीपाेख प्कृ ि ् विप ठ ्दि पुा क अेक     पि अचा सब िठ भ्द चीहुक चि्बिसङ्ग बाग बग्दि आफ् टोल आफ्  बोलाउ् ए वी अा अा अाअा अा े ठाडौं अा अा अाअा अा े ठाडौं बिहाीक ि्िेसङ्ग अाँखा े खुल्य सुौल घाक झुल् स्व्य्भ प्य कद े चाल्दा चाल्द पुग  पशुप  साा िसक विश्सक अुभु स्व्ग जस् पवि् ठाँउ ह्ष  ि ुस्  सब ािस ह्श अडि अा अा अाअा अा े ठाडौं अा अा अाअा अा े ठाडौं ।","Mero Kathmandu","Nabin K Bhattarai","देश्भक्ती"
"127","अाँखा ि पाउ  धे धे अाँखा ि पाउ  धे धे सप ि पाउ ि्द् भ सप ि पाउ ि्द् भ ज आफ ा  सक्दि ज आफ ा  सक्दि ा ि ्  धे धे ा ि ्  धे धे लिइ ि हिड्   ं ं लिइ ि हिड्   ं ं अंगाल ि ाख्  ं ं अंगाल ि ाख्  ं ं टुक््इ आफ ड्  सक्दि टुक््इ आफ ड्  सक्दि ा ि ्  धे धे ा ि ्  धे ","Timi Malai","Nabin K Bhattarai","प्रेम"
"128","जि्दग कह ा कह ा जि्दग ुहा कह हाश कह आश ुहा दि  ा क ाझ साझ य बसेक  जि्दग कह ा कह ा जि्दग प्कृ कह आ्ध कह शा् प्कृ जिब कह ृष्णा कह प्ाप् जिब ज्  ृ्युुक खेल श्स य अडेक  जि्दग कह ा कह ा जि्दग दि  ा क ाझ साझ य बसेक  साझ य बसेक  जि्दग कह ा कह ा जि्दगीा","Ye Jidagi","Nabin K Bhattarai","दुःखी"
"129"," ि चाहे प ि् जिक  आ स  े क ह  े बिवसा...  ि चाहे प ि् जिक  आ स  े क ह  े बिवसा... -ाा हेे कैयौं चिसा ा बिाए ि आ  हेे कैयौं ऋ डुब सक  ि चाहे प ि् जिक आ स  े क ह  े बिवसा...  ि चाहे प ि् जिक  आ स  े क ह  े बिवसा... लाग्  े भाग्य ि् प्िक्षा  थिय गोधुँलीक साँझ प सङ्ग-सङ्ग हिंड्    ि चाहे प ि् जिक आ स  े क ह  े बिवसा...  ि चाहे प ि् जिक  आ स  े क ह  े बिवसा...","Timilai Chahera Pani","Nabin K Bhattarai","प्रेम"
"130","  ाख हल् ग  ट् धे हु् सल् ग   ाख हल् ग  ट् धे हु् सल् ग पाइ आफ चाल स्झ ि  अाफ ोज च ि   ाख हल् ग  ट् धे हु् सल् ग भाव ोप ाख हल् ग ई्स्ल धे हु् सल् ग भाव ोप ाख हल् ग ई्स्ल धे हु् सल् ग जल् धे हु्् बुझ ि बाधा अेक ब्् भुल ि   ाख हल् ग  ट् धे हु् सल् ग पाइ आफ चाल स्झ ि  अाफ ोज च ि   ाख हल् ग  ट् धे हु् सल् ग   ाख हल् ग  ट् धे हु् सल् ग पाइ आफ चाल स्झ ि  अाफ ोज च ि   ाख हल् ग  ट् धे हु् सल् ","Halla Nagara","Nabin K Bhattarai","दुःखी"
"131","बिहा ण सङ्ग स्झ ुट भ आस जाग दि् ँ उ्साह ँ उंग  सु्द सप सि्जिदि् हा ोइदिदा े  व्षा चुिदिदा य  ि् स्झ बोलाउ ि् ा  डो्उ बिहा ण सङ्ग स्झ ुट भ आस जाग दि् ्ल बस्दा सु् बास जिस्उ कल्प ं डुबिदिदा दिा सुसाइदि् बासक जिस्इ दिालाक सुसाइ ि् ा ् भ ि् ा पाउ झलझल बिहा ण सङ्ग स्झ ुट भ आस जाग दि्","Bihani Kiran","Nabin K Bhattarai","प्रेम"
"132","अीक ि् द झस्इह् य  बि्स प्स ्  स्झ आउँ  झ फ् ि्  बढाय दु झ फ् ि्  बढाय दु झ ा् ह ेक  िठा ह बाेक फ् ि्  पीडा लुइ ुटुक ाझ स्झिह् ि ह साझ ब्स्् आखा अासु भेल कठि हुेभा वि हा् ेल सक्दि टाढि ु्  ि ि सक्दि टाढि ु्  ि ि ा् ह ेक  िठा ह बाेक फ् ि् ।","Tmro Mayale","Nabin K Bhattarai","प्रेम"
"133","ल हेऽऽऽऽऽऽऽऽ ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  हु्््््् अइ अइ अइ अइ हाँग ाच् व च  आशैक बाजा जुगौं भय पिी भाक बल्ल भेट आज सुक ठ सिलाु्द्  लिइ आ् बा्  लाग ेपाल जा् ृण प ि् ह ऽऽ ालक पा  खा पिी   क  ालक पा  खा पिी   क  ह ऽऽऽऽऽऽऽऽऽऽ स्बास्स हु्््् अइ स्य जुगक ढुंग चकक कलीजुगक स ाक िंद दिक सु्ा साध्य ै  फूलपा देउाल भाकल ग ँ ज्क ा पाउँ भ कस  खाएँ ह ऽऽऽऽ ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  ालक पा  खा पिी   क  ल ह ऽऽऽऽऽऽऽऽऽ स्बास्स स्बास्स स्बास्स ह ऽऽऽऽऽऽऽऽऽऽऽ हु्््््् ल ह ऽऽऽऽऽऽऽऽऽ स्बास्स उठ्य बस्य उठ्य उठ्य बस्य उठ्य उठ्य बस्य उठ्य बस्य उठ्य बस्य उठ्य बस्","Taal ko Paani","नेपथ्य","हर्ष"
"134","घा डूब्य साँझ प्य  ुट्टि प बे भ आजक दि प बि्य य ा ट् ट् भोल आ  आ फे भेट   य ोट गी ि फे भेटेस् यद फे भेट  साँच ाख् स्झ","Choto Geet","नेपथ्य","प्रेम"
