,words,sentiments,word
2946,संकोच,,hesitation
2947,नमानी,,without
2948,मानावबीचको,,manavabicako
2949,पापी,,sinful
2950,मानवको,,human
2951,पापले,,sin
2952,तोड़ी,,breaks
2953,मानवलाई,,human
2954,लान,,lawn
2955,ईश्‍वरकहाँ,,isvarakaham
2956,आउनुभयो,,came
2957,महान्,,great
2958,दुष्ट,,evil
2959,शहर,,city
2960,येरुशलेम,,jerusalem
2961,गावैँ,,gavaim
2962,बेथलेहेम,,bethlehem
2963,जन्मे,,born
2964,गोठैमा,,gothaima
2965,बालक,,child
2966,नरम,,soft
2967,जीवनधार,,jivanadhara
2968,तारणहार,,bein
2969,बिश्‍वास,,believe
2970,ल्याई,,bringing
2971,हुन्छन्,,are
2972,मृत्युपार,,mrtyupara
2973,पोखिएर,,sustaining
2974,घाँमको,,ghammako
2975,खोंलु,,khonlu
2976,सयपत्री,,mum
2977,फूलसितै,,phulasitai
2978,फक्री,,phakri
2979,आँगनमा,,court
2980,बतासको,,wind
2981,भाका,,foz
2982,बोलू,,i say
2983,आँखाहरु,,eyes
2984,छेक्न,,block
2985,आउछन्,,come
2986,धाउछन्,,dhauchan
2987,मानिसका,,man
2988,रोजू,,roju
2989,उडू,,udu
2990,प्वाँख,,feathers
2991,पलायो,,implant
2992,शान्ती,,peace
2993,तलाउको,,drown
2994,कसले,,who
2995,चलायो,,canon
2996,तेसैले,,retype
2997,सोधू,,sodhu
2998,उड्यो,,nowe
2999,थाम्दैन,,afterwards
3000,मान्दैन,,transgressors
3001,जूनको,love,in june
3002,किरण,love,ray
3003,स्पर्स,sad,spurs
3004,संगीतको,love,music
,,patriotic,#VALUE!
3005,सरगम,love,gamut
3006,राग,sad,passion
,,love,#VALUE!
,,,#VALUE!
3008,सजाऊ,sad,sajau
3009,मौसम,love,weather
3010,रिमझिम,हर्श,drizzling
3011,वर्षा,दुखी,rain
3012,भई,happy,well
3013,बसन्त,हर्श,spring
3014,हृतु,happy,hrtu
,,,#VALUE!
3016,कल,sad,tomorrow
3017,अप्रित,love,aprita
,,sad,#VALUE!
3018,बाहार,love,bahar
3019,प्रित,love,a blind
,,happy,#VALUE!
3020,यौवन,love,youth
3021,अफाप,,aphapa
3022,आउंछ,happy,apart
3023,झल्झली,हर्श,the oddest
3024,शंकै,sad,era
,,,#VALUE!
,,,#VALUE!
3027,पाना,love,get
,,patritic,#VALUE!
3028,लेखेथे,,lekhethe
3029,जीवभरी,,jivabhari
3030,रोजेथे,,rojethe
3031,जाँउ,,a hole
3032,पंछी,,bird
3033,लै,,lai
3034,खासमको,,khasamako
3035,मोहनी,प्रेम,charm
3036,लागेर,,silence
3037,होस,,caution
3038,याँहा,,are thinking
3039,फुलै,,phulai
3040,फुल्दैन,,haughtiness
3041,लाखौ,,millions
3042,त्येहा,,tyeha
3043,बिरहको,,birha
3044,निभाउन,,quenched
3045,निभ्दैन,,quenched
3046,सिन्दुरी,,sinduri
3047,तिर्खा,,thirst
3048,मेटाउनु,,delete
3049,पिरतीको,,romance
3050,सियो,,seo
3051,फाटे,,rent
3052,सिउ,,siu
3053,खासम,,khasama
3054,सुन्छ,,hears
3055,सुन्दैन,,heard
3056,बन्दकी,,bandaki
3057,उकास्न,,improve
3058,आउदैन,,forfeited
3059,सदर,,chief
3060,बदर,,badr
3061,जाली,,fake
3062,कदर,,treasure
3063,झुठो,,false
3064,लग्यो,,took
3065,जुठो,,wash
3066,देवता,,god
3067,कमजोरी,,weakness
3068,पीर,,pir
3069,बेदना,,pain
3070,येंहा,,yenha
3071,रोएछौ,दुखी,roechau
3072,निस्ठुरी,love,nisthuri
3073,वाधा,,forbidding
3074,आ,,coming
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
3079,सुकिली,,sukili
3080,सुकुमारी,love,delicate
,,,#VALUE!
,,,#VALUE!
3083,निसानी,,trail
,,,#VALUE!
3085,रोपी,,thrust
3086,मुस्कानले,love,smiling
3087,गोडेर,,neat
3088,स्वर्गमै,love,heaven
3089,पछ्याउन,,follow
3090,छोडेर,,leaving
3091,सर्दै,,moving on
3092,टासिन,,tasina
3093,बन्दै,,becoming
3094,अंधेरी,,dark
3095,खेलेर,,playing
3096,नखोज,,glory
3097,भाड्न,,lila
3098,निर्लज्ज,,shameless
3099,चलेर,,guide
3100,श्वास,,breathing
3101,उनकै,,his own
3102,फेर्छु,,breath
3103,बिउँझदा,,waking up
3104,निदाउदा,,nidauda
3105,हत्या,,killing
3106,फकाउदा,,phakauda
3107,सरापले,,blast
3108,नासिन,,nasina
3109,हं,,huh
3110,मानिसै,,wedding
3111,चल्छ,,runs
3112,रुन,,cry
3113,हास्न,,laugh
3114,सुन्दाखेरी,,sundakheri
3115,शहाराझै,,saharajhai
3116,बढाउदा,,warn a
3117,थामिदिन,,thamidina
3118,हासो,,hasso
3119,ठानिसके,,already considered
3120,जीवनभरको,,lifetime
3121,मानिसके,,man's
3122,झुक्दा,,ou
3123,बाधिदिन,,badhidina
3124,बदला,,revenge
3125,जल्छ,,hell
3126,लीई,,lii
3127,नशाले,,intoxicated
3128,छुन्न,,chunna
3129,अध्यारो,,dark
3130,उनी,,she
3131,आउलिन,,aulina
,,,#VALUE!
3133,प्रतिक्ष,प्रेम,pratikchya
3134,शिता,,sita
3135,उनैको,,wrote the
3136,गुन्जिने,,gunjine
3137,सुन्यता,,rambling
3138,सिङै,,sinai
3139,रित्तो,,empty
3140,गल्ती,,wrong
3141,थ्यो,,the emergency
3142,मुटुभित्र,,goeth
3143,मरे,,dead
3144,सुकिसक्यो,,dried
3145,नाउमात्रै,,naumatrai
3146,किनारानै,,kinaranai
3147,डुबिसक्यो,,dubisakyo
3148,बिछोडमै,,bichodamai
3149,रमाइदियो,हर्श,ramaidiyo
3150,कांडा,दुखी,kanda
,,प्रेम,#VALUE!
3151,नअाईगयो,,naaaigayo
3152,देखिन,,appearances
3153,छाडेकी,,quaffing
3154,गरेका,,the
3155,कुर,,curr
3156,होकी,,hockey
3157,ढाटेकी,,dhateki
3158,देख्छु,,see
3159,सधैंभरी,,forever
3160,भनीगयौ,,bhanigayau
3161,गरीगरी,,garigari
3162,निद,happy,cash
3163,बितिसके,sad,passed away
3164,कुहिरो,sad,fog
3165,सरम,sad,shame
3166,च्याईनौ,,cyainau
,,,#VALUE!
3168,खेल्ने,,playing
3169,प्यार,,love
3170,जती,,the more
3171,शितलाई,,sitalai
3172,सुस्ताएझै,,sustaejhai
3173,छातीमाथी,,chatimathi
3174,सम्झेको,,remember
3175,बिर्सु,,birsu
3176,सिम्सिमे,,simsime
3177,पानीले,,water
3178,रुझेको,,unclaimed
3179,मोतिजस्तो,,motijasto
3180,पानीको,,water
3181,थोपा,,drops
3182,केसमा,,cache
3183,तर्केको,,fail to
3184,सुनसान,,secluded
3185,सुनबुट्टे,,sunabutte
3186,हिड्दहिड्दै,,hiddahiddai
3187,छोइएथे,,choiethe
3188,धड्कन,love,rate
3189,झन्झनाइ,,jhanjhanai
3190,बजे,,at
3191,चिर्बिरे,,cirbire
3192,हिंड्ने,,walking
3193,दुइजना,,two
3194,छाता,,umbrella
3195,जुलाफी,,julaphi
3196,देखिएथे,,dekhiethe
3197,राता,,red
3198,आधा,,half
3199,जिउ,,jiu
3200,पुछेको,,pacheco
3201,थिए,,was
3202,पसिनाका,,sweat
3203,कपालको,,hair
3204,प्रिथ्बीमा,,prithbima
3205,छर्के,,the altar
3206,भागेकी,,awaited
3207,थियौ,,wast
3208,अलिकती,,a little
3209,तर्की,,whoring
3210,पाउ,,pow
3211,रोकिएथे,,rokiethe
3212,अचानक,,suddenly
3213,छेकिएथे,,chekiethe
3214,सिरिरि,,groaned
3215,एकान्त,,solitary
3216,दुनियामा,,the world of
3217,उडाई,,wind
3218,रहेको,,the
3219,अनन्त,,infinite
3220,बगाइ,,turneth
3221,कता,,where
3222,तिर,,to
3223,बगेछु,,bagechu
3224,था,,was
3225,अहिलेकोलागि,,we have today
3226,बाँचिरहे,,to live
3227,सपनीलाई,,sapanilai
3228,खोज्दा,,when
3229,आफुलाई,,yourself
3230,आहो.आहै,,ahoahai
3231,आहाहा,,ahaha
3232,आहाहा.हा.है,,ahahahahai
3233,सिरिरिरि,,siririri
3234,जिरिरि,,jiriri
3235,जिरिरिरिरिरि,,jiririririri
3236,हेय,,disdainful
3237,गाऊढली,,gaudhali
3238,भगेछ,,bhagecha
3239,हम्म्म,,hmm
3240,वोरी,,vori
3241,हरयाली,,green peace
3242,हेरा,,hera
3243,माझेस,,majhesa
3244,सलल,,salal
3245,बगी,,buggy
3246,खेली,,played
3247,तीस्त,,tista
3248,दाहिना,,right
3249,आयू,,ayew
3250,दिन्ने,,dinne
3251,पौनु,,'ll get
3252,तह,,fold
3253,लौनु,,launu
3254,पौने,,quarter
3255,पिरौने,,piraune
3256,लिन्ने,,linne
3257,थोरै,,slight
3258,पुग्ने,,reaching
3259,कहिनै,,kahinai
3260,थुपार्ने,,treasures
3261,सीतल,,rations
3262,औने,,distress
3263,दिन्न,,i stared at
3264,कस्ता,,what
3265,अस्तित्व,,existence
3266,आजा,,aja
3267,सम,,even
3268,पाई,,pie
3269,रयो,,ryo
3270,मो,,mo
3271,भनुँ,,hide
3272,साँझेको,,samjheko
3273,सोडउम,,sodauma
3274,चारै,,around
3275,चललल,,calalala
3276,कंगचेन्जुंगा,,kangacenjunga
3277,हिमालले,,himal
3278,ढकयो,,dhakayo
3279,पहरामा,,strikes
3280,जौ,,barley
3281,हैनकि,,hainaki
3282,तल,,bottom
3283,फर्की,,return
3284,नआउने,,shen
3285,आ.है,,ahai
3286,नपाउने,,concealed
3287,ऋतुहरु,,seasons
3288,बदलिएछ,,badaliecha
3289,बदलिनु,,conformed to
3290,छातीको,,chest
3291,पिरलाई,,piralai
3292,छोडिदेउ,,chodideu
3293,ढोकालाई,,roll
3294,खोलिदेउ,,"free him,"
3295,खुशीले,,leap
3296,जन्मका,,birth
3297,तारो,,taro
3298,युगहरु,,"epochs,"
3299,ढलेछ,,survived?
3300,ढल्दैन,,the interim
3301,आजसम्म,,ever
3302,आउदछ,,audacha
3303,तिम्रैनै,,timrainai
3304,यौवनको,,youth
3305,बगेछ,,bagecha
3306,रगतहरु,,ragataharu
3307,बितिसकेछ,,already over
3308,जिउने,,living
3309,खोलेर,,open
3310,मरेपछि,,death
3311,लानु,,bring
3312,समझना,,understanding
,,,#VALUE!
3314,कल्पना,,fantasy
3315,एती,,yeti
3316,खेर,,kher
3317,सक्यो,,foundations
3318,नूउने,,nuune
3319,ढाली,,ities
3320,आजो,,ajo
3321,पर्खौने,,parkhaune
3322,लाहाइन,,lahaina
3323,जालमा,,trap
3324,फ्शहयो,,phsahayo
3325,योवान,,yovana
3326,ढली,,pri
3327,आहाहाअ,,ahahaa
3328,हाआ,,haa
3329,लैजौना,,laijauna
3330,सँगैइनै,,samgaiinai
3331,सहरमा,,city
3332,मोटर,,motor
3333,छरेर,,sowed
3334,अहहहाहहा,,ahahahahaha
3335,अहहहाआअ,,ahahahaaa
3336,आकास,,skies
3337,नौंलाखे,,naunlakhe
3338,बलिरहे,,burning
3339,गाँउमा,,village
3340,बिजुली,,power
3341,बत्ति,,lights
3342,जलेछ,,jalecha
3343,झ,,i
3344,चल्यो,,lasted
3345,सरर,,sarar
3346,हल्लाईदियो,,hallaidiyo
3347,रुख,,attitudes
3348,रातकी,,rataki
3349,उलेछ,,ulecha
3350,मगमगे,,magamage
3351,बासना,,tarry
3352,छरिएछ,,chariecha
3353,बित्ने,,shivering
3354,सिन्डिकेट्को,,sindiketko
3355,उभिएछु,,ubhiechu
3356,बगल,,next
3357,बिजि,,biji
3358,हेरेछु,,herechu
3359,खीलेको,,requite
3360,योवन,,salad
3361,पर्वाहा,,parvaha
3362,रहेछौ,,and weep
3363,आँखाले,,eye
3364,भनिरहेछौ,,say about
3365,बोलुं,,bolum
3366,सोचेर,,thinking
3367,सिलिगुरि,love,siliguri
,,sad,#VALUE!
,,,#VALUE!
3369,भुले,,bread
3370,भन्नत,,bhannata
3371,बीस,,twenty
3372,मिनेट,,minute
3373,पाएर,,with
3374,चिनेर,,to know
3375,नचिने,,roughly
3376,जानू,sad,janu
3377,छर,happy,sow
,,,#VALUE!
3379,हेर्छु,,the rocks
,,,#VALUE!
,,,#VALUE!
3382,रमाउद,happy,ramauda
,,,#VALUE!
,,,#VALUE!
3385,चुर,sad,steam
,,,#VALUE!
,,,#VALUE!
3388,पर्खिरहे,,waited
3389,भिजेछु,,bhijechu
3390,चढ्न,,climb
3391,कमाण्डर,,commander
3392,हर्न,,hearn
3393,कलिम्पोङ,,kalimpona
3394,टु,,to
3395,चडेर,,riding
3396,राख्यौ,,mane
3397,यतै,,bam
3398,काहिँ,,sometimes
3399,तरै,,"nevertheless,"
3400,हिंड्नै,,to walk
3401,परछ,,the younger
3402,एउटै,,one
3403,हिंडनै,,they spread
3404,म्म्म्म.ह्म्म्म्म.ह्म्म्म्म.ह्म्म्म्म.आहा,,mmmmahmmmmahmmmmahmmmmaaha
3405,म्म्म्म.ह्म्म्म्म.ह्म्म्म्म.ह्म्म्म्म.आहाहा,,mmmmahmmmmahmmmmahmmmmaahaha
3406,नाचुँम्ला,,nacummla
3407,भन्थे,,would say
3408,जिवनको,,lives
3409,बाटोले,,the highway
3410,ल्यायो,,brought
3411,निलौ,,nilau
3412,याहाँ,,level imagery
3413,ओहो.ओहोहोहोहो,,ohoohohohoho
3414,बसुम्ला,,basumla
3415,छेउमा,,by
3416,रितले,,just as
3417,पार्यो,,arnon
3418,तुरमा,,turama
3419,यसैले,,therefore
3420,आहाहाहाहाहाहा,,ahahahahahaha
3421,आकाशैमा,,towering
3422,बसि,,foreigners
3423,जुनकिरी,,junakiri
3424,आशै,,unexpected
3425,हिडिरहेछु,,hidirahechu
3426,पाउन,,find
3427,रित,,defining
3428,छाडि,,the pursuers
3429,व्यर्थको,,futile
3430,कुरामा,,things
3431,अल्झी,,aljhi
3432,बिताउने,,live
3433,आजको,,today
3434,रहरले,,pursuit
3435,बिउँझायो,,biumjhayo
3436,कल्पनाहरु,,fantasies
3437,आँखाभरी,,blinding
3438,बसिदे,,baside
3439,अघि,,before
3440,अाकाशलाई,,sky
3441,संसारलाई,,world
3442,ढाक्ने,,cover
3443,विशाल,,great
3444,डाल,,put
3445,बादलले,,cloud
3446,छोपेको,,covered
3447,हजारौँ,,thousands
3448,मननै,,mananai
3449,हेरेपनि,,herepani
3450,राखेछौ,,rakhechau
3451,अँगालोमा,,arms
3452,साथमै,,in front
3453,जुनि,,.love
3454,home,,home
3455,calling,,calling
3456,जानुछ,,go further
3457,मोह,,enchantment
3458,अल्जेछ,,aljecha
3459,चाहिने,,need
3460,हामिलाई,,us
3461,मिलि,,m
3462,जुल्न,,julna
3463,नबुझ्नेले,,nabujhnele
3464,नबुझेपछि,,mum
3465,भन्दै,,saying
3466,बर्बाद,,waste
3467,अाउँछ,,bottom line
3468,अाउँदैछ,,aaumdaicha
3469,मानी,,considered
3470,पाद्मे,,padme
3471,हुम,,we recommend
3472,डढेलो,,fires
3473,साँझतिर,,evening
3474,बतासमा,,wind
3475,फैलियो,,spread
3476,सररर,,sararara
3477,यादहरू,,memories
3478,फर्केर,,return
3479,झललल,,jhalalala
3480,बुझाईदेऊ,,bujhaideu
3481,जलीराने,,jalirane
3482,पक्डिदेउ,,pakdideu
3483,उडीराने,,udirane
3484,सपनाहरु,,dreams
3485,बुझाऊँ,,bujhaum
3486,नबुझ्ने,,do not understand
3487,रहरहरु,,raharaharu
3488,रातझैँ,,ratajhaim
3489,नमिल्ने,,sheep
3490,छाना,,haunt
3491,बज्यो,,rang
3492,गरर,,grrr
3493,उठ्यो,,up
3494,आनन्दको,,happiness
3495,हिजोको,,yesterday
3496,भएछ,,rehoboth
3497,चाँडै,,"soon,"
3498,बितेको,,past
3499,भिज्यो,,drenched
3500,कालेबुङ,,kalimpong
3501,चढि,,cadhi
3502,असार,,july
3503,बरी,,bury
3504,कुरो,,thing
3505,निला,,blue
3506,वरिपरि,,around
3507,लागेको,,about
3508,हरायो,,lost
3509,हिँडिरहेछु,,himdirahechu
3510,साहारामै,,saharamai
3511,बाँचिरहेछु,,kgs
3512,पर्याे,,paryae
3513,छाेडा,,chaeda
3514,बग्याे,,bagyae
3515,अाए,,that came
3516,अाज,,tonight
3517,बितेकाे,,bitekae
3518,याे,,did it
3519,भिज्याे,,bhijyae
3520,कालाे,,kalae
3521,चडि,,cadi
3522,अायाे,,aayae
3523,बरि,,lifetime
3524,अाे,,aae
3525,देउराली,,the monuments
3526,डाँडाको,,sermon
3527,शीतल,,cool
3528,जंगलनै,,jangalanai
3529,नाच्यो,,lit
3530,जीन्दगानी,,jindagani
3531,काटुँ,,katum
3532,रेलमा,,train
3533,चढी,,heights
3534,जानेछु,,go
3535,अाउने,,upcoming
3536,अाशा,,hope
3537,बढेछु,,badhechu
3538,जीउन,,to live
3539,अा,,ages
3540,पुग्न,,to reach
3541,ढलिसक्यो,,dhalisakyo
3542,कल्पनाको,,imagery
3543,समुन्द्रमा,,throwing
3544,डुबिरहने,,dubirahane
3545,इच्छा,,desire
3546,पाउनेछु,,shall be
3547,गरेको,,the
3548,प्रतिक्षा,,wait
3549,दुनियाको,,the world of
3550,नअल्झाउ,,naaljhau
3551,जसरी,,as the
3552,गम,,gum
3553,खाए,,eat
3554,किनारैमा,,coasting
3555,ढलपल,,waver
3556,गर्छन,,do
3557,माथी,,on
3558,बादलकी,,badalaki
3559,नबिर्सने,,forgetting
3560,भिज्ने,,drenching
3561,खोजमा,,search
3562,शहरमा,,city
3563,कीनारैमा,,kinaraima
3564,दार्जिलिङको,,darjeeling
3565,रेल,,rail
3566,छुक,,desirous
3567,बूढापाखा,,budhapakha
3568,समेटी,,retractable
3569,हिँडी,,break of
3570,बितीसके,,have passed
3571,बढेछौ,,badhechau
3572,रूक्ने,,rukne
3573,आएँ,,come
3574,बतासे,,strange
3575,इंजिन,,engine
3576,धुँवा,,smoke
3577,कु,,ku
3578,सिटी,,city
3579,बजाई,,insemination
3580,भीड़मा,,crowd
3581,भागेछु,,bhagechu
3582,पुरानो,,old
3583,अझ,,more
3584,लैजाऊ,,take
3585,गार्हो,,difficult
3586,मर्नेछौं,,die
3587,जिउनेछु,,will live
3588,नमारी,,you catch
3589,मनभरी,,selah
3590,समझन्छु,,samajhanchu
3591,जित्नु,,winning
3592,केहिँ,,kehim
3593,नरैछन्,,naraichan
3594,भएदेखि,,since the
3595,थामेदेखि,,thamedekhi
3596,जीतीदिन्छु,,jitidinchu
3597,चुमिदिन्छु,,cumidinchu
3598,जतातिर,,the grain
3599,चीयाबारी,,ciyabari
3600,उकाली,,twists
3601,ओराली,,weakness
3602,कहिल्ये,,nor
3603,काहीँ,,sometimes
3604,बेस्सरी,,violently
3605,हिँडेछु,,himdechu
3606,चढेर,,riding
3607,श्रीमान्,,husband
3608,गम्भीर,,serious
3609,प्रचण्ड,,prachanda
3610,प्रतापी,,august
3611,भूपति,,bhupathi
3612,5,,5
3613,सरकार,,government
3614,महाराजाधिराजको,,your highness
3615,सदा,,ever
3616,उन्नति,,progress
3617,राखुन्,,frame
3618,चिरायु,happy,ageless
3619,ईशले,,oechsle
3620,प्रजा,,people
3621,फैलियोस्,,spread
3622,पुकारौ,,pukarau
3623,सयौं,,hundreds of
3624,थुँगा,देश्भक्ती,leaps
3625,फूलका,,flower
3626,सार्वभौम,देश्भक्ती,sovereign
3627,फैलिएका,,spread
3628,प्रकृतिका,हर्श,nature
3629,कोटी,,coatee
3630,सम्पदाको,देश्भक्ती,heritage
3631,आंचल,देश्भक्ती,border
3632,वीरहरूका,देश्भक्ती,the mighty
3633,स्वतन्त्र,देश्भक्ती,free
3634,ज्ञानभूमि,देश्भक्ती,jnanabhumi
3635,शान्तिभूमि,देश्भक्ती,santibhumi
3636,तराई,देश्भक्ती,lowland
3637,अखण्ड,देश्भक्ती,integrated
3638,मातृभूमि,देश्भक्ती,motherland
,,,#VALUE!
3640,जाति,देश्भक्ती,race
3641,भाषा,,language
3642,धर्म,देश्भक्ती,religion
3643,संस्कृति,देश्भक्ती,culture
3644,अग्रगामी,देश्भक्ती,pioneer
3645,राष्ट्र,देश्भक्ती,nation
3646,बिहानीको,,morning
3647,मिर्मिरेसङ्गै,,mirmiresangai
3648,अाँखा,,blink
3649,घामको,,the sun
3650,स्व्यम्भुमा,,svyambhuma
3651,चाल्दा,,taking
3652,चाल्दै,,acting
3653,पुगे,,came to
3654,पशुपति,,pashupati
3655,मनिसको,,behind them
3656,विश्वासको,,faith
3657,अनुभुति,,enjoy the
3658,स्वर्ग,हर्श,heaven
3659,पवित्र,,holy
3660,ठाँउ,,place
3661,मानिसमा,,man
3662,हर्शनै,,harsanai
3663,अडिएको,,held
3664,अाअा,,aaaa
3665,धरहरा,,steeple
3666,वसन्तपुर,,basantapur
3667,रानीपाेखरी,,ranipaekhari
3668,प्रकृतिले,,nature
3669,छरिएको,,scattered
3670,मठ,,monastery
3671,कलाहरु,,arts
3672,अचार,,pickles
3673,भन्दछन,,others call
3674,चरीहरुको,,cariharuko
3675,चिर्बिरसङ्गै,,cirbirasangai
3676,बागमती,,bagmati
3677,बग्दछिन,,bagdachina
3678,टोल,,toll
3679,बोलाउछ्न,,bolauchna
3680,नवीन,,new
3681,अाँखामा,,blink
3682,पाउछु,,fortitude
3683,निन्द्रै,,"sleep,"
3684,जलाई,,fire
3685,लिइ,,lei
3686,राख्नेछु,,put
3687,टुक्र्याइ,,tukryai
3688,जोड्न,,add
3689,मुहारमा,,faces
3690,हाशो,,haso
3691,साझ,,evening
3692,प्रकृतिमा,,nature
3693,आन्धी,,wind
3694,जिबनमा,,jibon
3695,तृष्णा,,thirst
3696,प्राप्ति,,receipt
3697,जन्म,,birth
3698,मृत्युुको,,mrtyuuko
3699,चाहेर,,usually
3700,सायद,,perhaps
3701,बिवसता,,bivasata
3702,हेरेर,,looking
3703,कैयौं,,many
3704,चिसा,,the cold
3705,बिताए,,spent
3706,ऋतु,,season
3707,भाग्यमा,,granted
3708,गोधुँलीको,,godhumliko
3709,सङ्ग,,"context,"
3710,सङ्गै,,sangai
3711,भएन,,not
3712,मनमै,,the matter
3713,काट्ने,,the harvest
3714,सम्झ,,remember
3715,अाफै,,can auto
3716,रोज,,daily
3717,सोच,,thinking
3718,भावनालाई,,feelings
3719,ईर्स्यालु,,irsyalu
3720,हुन्छ्न,,vernaculars
3721,बन्छ्न,,banchna
3722,सम्झनाले,,remembering
3723,आस,,nearby
3724,जागी,,woke up
3725,उत्साह,,enthusiasm
3726,उमंग,,exaltation
3727,सिर्जिदिन्छ,,sirjidincha
3728,हावाले,,wind
3729,छोइदिदा,,choidida
3730,वर्षातले,,during monsoon
3731,चुमिदिदा,,cumidida
3732,बोलाउछ,,bolaucha
3733,डोर्याउछ,,doryaucha
3734,बस्दा,,while
3735,बतासले,,wind
3736,जिस्काउछ,,jiskaucha
3737,आफैं,,himself
3738,डुबिदिदा,,dubidida
3739,नदिनाला,,lumbini
3740,सुसाइदिन्छ,,susaidincha
3741,जिस्काइमा,,jiskaima
3742,नदिनालाको,,lumbini
3743,सुसाइमा,,susaima
3744,अतीतको,,past
3745,यादले,,homesickness
3746,झस्काइरहन्छ,,tickled
3747,प्रयास,,try
3748,आउँछ,,arrival
3749,झन,,more
3750,फर्केन,,farkena
3751,बढायो,,temples
3752,दुरि,,distance
3753,नराम्रो,दुखी,bad
3754,गरेकी,,she
3755,नमिठाे,,namithae
3756,बाेलेकि,,baeleki
3757,पीडाहरु,दुखी,pidaharu
3758,लुकाइ,,hiding
3759,सम्झिरहन्छु,,mentioning
3760,बर्सन्छ्न,,barsanchna
3761,आखाबाट,,akhabata
3762,अासुकाे,दुखी,aasukae
,अासुकाे,हर्श,aasukae
3763,भेल,,bhel
3764,कठिन,दुखी,difficult
3765,हुनेभाे,,hunebhae
3766,मेल,,mail
3767,टाढिन,,drifting
,,,#VALUE!
3769,माछीले,,machile
3770,पिरीम,,pirima
3771,हुर्रर्रर्रर्रर्रर्र,,hurrarrarrarrarrarra
3772,अइया,,ariary
3773,हाँगो,,branch
3774,नाच्ने,,dancing
3775,वन,,forest
3776,आकाशैको,,towering
3777,जुगौं,,eternity
3778,औंठी,,thumbs
3779,सिलामुन्द्री,,silamundri
3780,आम्ला,,amla
3781,बात्,,bat
3782,लागे,,him
3783,जाम्ला,,jamla
3784,रृण,,rrna
3785,तिरम्ला,,tiramla
3786,ऽऽ,,
3787,ऽऽऽऽऽऽऽऽऽऽ,,
3788,स्बास्स,,sbassa
3789,हुर्रर्रर्रर्र,,hurrarrarrarra
3790,जुगको,,jugako
3791,ढुंगे,,dark
3792,चकमक,,flint
3793,कलीजुगको,,kalijugako
3794,सलाई,,probe
3795,निंद,,'s sleep
3796,सुर्ता,,sorrow
3797,साध्य,,feasible
3798,फूलपाती,,senior
3799,देउरालीलाई,,deuralee
3800,भाकल,,vow
3801,ज्यानको,,soul
3802,खाएँ,,eat
3803,ऽऽऽऽ,,
3804,ऽऽऽऽऽऽऽऽऽ,,
3805,स्याबास्स,,syabassa
3806,ऽऽऽऽऽऽऽऽऽऽऽ,,
3807,डूब्यो,दुखी,loosing
3808,छुट्टिने,दुखी,separate
3809,बित्यो,दुखी,passed
3810,काट्ला,,catla
3811,नकाट्ला,,nakatla
3812,नआउला,,best serves
3813,नहोला,,it may not
3814,छोटो,,short
3815,नभेटेसम्मलाई,,someday
3816,यदि,,if
3817,भेटै,,bhetai
3818,राख्नु,,have
3819,सम्झनलाई,,painful
3820,गाँउले,,fences
3821,घरको,,house
3822,भित्रकै,,from within the
3823,हाम्रै,,our
3824,हिमालको,,mountain
3825,मर्यादाको,,dignity
3826,मियो,,mio
3827,सल्केर,,took place
3828,दनदनी,,aflame
3829,मृत्युको,दुखी,death
3830,फैलिए,,spread
3831,झेल्ली,,jhelli
3832,खेलैले,,khelaile
3833,ठाँउमा,,place
3834,कोशीस,,pinnacle
3835,दिदै,,giving
3836,अईया,,aiya
3837,लछारिनु,,lacharinu
3838,पछारिनु,,pacharinu
3839,बिनाकारण,,without
3840,खानु,,eat
3841,नखाको,,nakhako
3842,बिख,,bikha
3843,लागी,,for
3844,मरिरहनु,,dying
3845,दैबको,,daibako
3846,स्राप,,srapa
3847,लाज्ञो,,lajno
3848,घरैमा,,home
3849,उम्र्यो,,sprouted
3850,सिमानामा,,border
3851,अडेर,,thanks to
3852,पैतला,,paitala
3853,हत्केला,,palm
3854,निधारको,,grecia
3855,छाला,,skin
3856,फुटुन्जेलसम्म,,phutunjelasamma
3857,चर्केर,,antagonisms
3858,उर्लियो,,rushed
3859,जंघार,,janghara
3860,तर्निमा,,tarnima
3861,भक्कनो,,leaven
3862,रुदै,,lama
3863,मुंग्लान,,munglana
3864,पसे,,into
3865,पुर्वै,,purvai
3866,रेलै,,relai
3867,बचनमा,,rooted
3868,बैर,,hostility
3869,साँच्चै,,really
3870,त्यागेर,,abandoning
3871,सोचे,,thought
3872,पाउँछ,,finds
3873,बिधी,,in the form
3874,गुन,,formula
3875,बेरे,,bere
3876,बैरी,दुखी,barry
3877,यसयमयसलिरिक्स,,yasayamayasaliriksa
3878,डट,,dot
3879,कम,,low
3880,पुर्याउ,,puryau
3881,रचेर,,underfoot
3882,पुर्खैको,,purkhaiko
3883,आशिस,,asisa
3884,सम्साँझैमा,,samsamjhaima
3885,कराईरह्यो,,karairahyo
3886,केको,,what
3887,ल्याउने,,to bring
3888,मुर्छना,,murchana
3889,मरेको,दुखी,dead
3890,गित,,progress
3891,सुन्दा,,listening
3892,सन्दै,,send message
3893,थाकि,,replying
3894,सकेँ,,i could
3895,क्रुर,,violent
3896,परेजस्तो,,smothered
