X,words,sentiments,word,sentiment
2795,लाग्ने,,pursue,NA
2796,सार्थे,,sarthe,NA
2797,मान्छेहरुको,,of people,NA
2798,भीडमा,,the crowd,NA
2799,उसैको,,poured out,NA
2800,सोर्‍ह,,sorha,NA
2801,शृंगार,,make-up,NA
2802,तनमा,,tanama,NA
2803,माछेहरुको,,macheharuko,NA
2804,नाचुँ,,nacum,NA
2805,तालमा,,lake,NA
2806,झुमु,,jhumu,NA
2807,बशमा,,to govern,NA
2808,भाकाहरुले,,bhakaharule,NA
2809,सकेछन,,sakechana,NA
2810,आँखाहरुले,,eyes,NA
2811,रोईसकेछन,,roisakechana,NA
2812,तेसैतेसै,,tesaitesai,NA
2813,बसेको,,the meeting,NA
2814,धुँदा,,washing,NA
2815,जाँदै,,going,NA
2816,नजाने,,not going,NA
2817,रुँदा,,that matter,NA
2818,सोधौं,,ourselves,NA
2819,पर्नु,,fall,नकारात्मक
2819,पर्नु,,fall,दुखी 
2820,त्यति,,more,NA
2821,बिपनीमा,,bipanima,NA
2822,गर्यो,,run,NA
2823,बसें,,buses,NA
2824,उनीलाई,,jha,NA
2825,सोची,,sochi,NA
2826,सम्झे,,recalled,NA
2827,मक्ख,,thrill,आशा
2827,मक्ख,,thrill,डर
2827,मक्ख,,thrill,खुशी
2827,मक्ख,,thrill,सकारात्मक
2827,मक्ख,,thrill,आश्चर्य
2828,परिरहेको,,having,NA
2829,उसलाई,,him,NA
2830,लौन,,launa,NA
2831,भाको,,long have you,NA
2832,साथीभाईको,,friends to,NA
2833,कुराकानी,,communication,विश्वास
2834,आफन्तको,,relatives,NA
2835,चर्चा,,discussions,NA
2836,चलिरहेको,,running,NA
2837,बिस्तारै,,gradually,NA
2838,डुब्दै,,fleeting,NA
2839,सागरमा,,sea,सकारात्मक
2840,बिर्सेर,,forgetting,NA
2841,चाँहन्छु,,rapture,आशा
2841,चाँहन्छु,,rapture,खुशी
2841,चाँहन्छु,,rapture,सकारात्मक
2842,अंगालोमा,,arms,NA
2843,खुला,,open,NA
2844,फिँजाई,,phimjai,NA
2845,उडेको,,sparks,NA
2846,मुक्त,,free,NA
2847,चाँहनछु,,camhanachu,NA
2848,अन्धकारको,,dark,दुखी 
2849,उज्याली,,bright,NA
2850,रातको,,night,NA
2851,गाउँदै,,singing,NA
2852,नामको,,name,NA
2853,नसम्झ,,think,NA
2854,भुलि,,beseech,NA
2855,दिनेलार्इ,,dinelari,NA
2856,भर्इजानेलाई,,bharijanelai,NA
2857,नबोलाउ,,kinsmen,NA
2858,ह्रदय,प्रेम,heart,प्रेम
2859,तोड्नेलाई,दुखी,breakers,दुखी
2860,नबल्झाउ,,nabaljhau,NA
2861,घाउलाई,,wounds,NA
2862,धेरौ,,number came,NA
2863,गाहो्,,gaho,NA
2864,बिर्सन,,forget,नकारात्मक
2865,भर्इजानेलार्इ,,bharijanelari,NA
2866,धेरौले,,dheraule,NA
2867,हसाउछ,,hasaucha,NA
2868,रुवाउछ,,ruvaucha,NA
2869,नसक्ने,,not,NA
2870,चोटहरु,,injuries,NA
2871,आफ्नौ,,twice,NA
2872,भाग्यलाई,,fate,आशा
2872,भाग्यलाई,,fate,नकारात्मक
2873,दोष्याउने,,dosyaune,NA
2874,गर्छ,,the,NA
2875,बोकेर,,carry,NA
2876,हुदौन,,hudauna,NA
2877,हरदिन,,every day,NA
2878,मारेर,,killing,रिस
2878,मारेर,,killing,डर
2878,मारेर,,killing,नकारात्मक
2878,मारेर,,killing,दुखी 
2879,जीवनभर,,lifetime,NA
2880,अाइरहन्छ,,aairahancha,NA
2881,बाच्नु,,live,NA
2882,यहा,,here,NA
2883,आखामा,,"eye,",NA
2884,आशु,,speedy,सकारात्मक
2885,हासेर,,hazer,NA
2886,ॐ,,,NA
2887,माने,,meaning,NA
2888,पेमे,,twirling,NA
2889,होम,,home,NA
2891,साडे,,दुखीe,NA
2892,सत्र,,session,NA
2893,काटेँ,,stay watching,NA
2894,गरुँ,,unsettling,NA
2895,छायो,,ninth,NA
2896,एक्लोपनले,,loneliness,डर
2896,एक्लोपनले,,loneliness,नकारात्मक
2896,एक्लोपनले,,loneliness,दुखी 
2897,आथेँ,,athem,NA
2898,फेला,,find,NA
2899,भुमो,,bhumo,NA
2900,आगमनले,,coming,आशा
2901,झुम्यो,,capacity crowd,NA
2902,धर्तीले,,earth,NA
2903,गगन,,sky,सकारात्मक
2904,चुम्यो,,kissing,NA
2905,कथ्याङ्ग्रीदो,,kathyangrido,NA
2906,हिँउको,,general assembly,NA
2907,नुन,,salt,NA
2908,चड्न,,cadna,NA
2909,लाको,,la,NA
2910,पन्छाई,,gripping,NA
2911,छिचोल्दै,,obstacles,NA
2912,कुहिरो,,fog,NA
2913,अलि,,slight,NA
2914,बड्यो,,the gate,NA
2915,भाइ,,brother,सकारात्मक
2915,भाइ,,brother,विश्वास
2916,फर्कौ,,return,NA
2917,तिमलाई,,timalai,NA
2918,पाउँदा,,when,NA
2919,रुपमा,,as,NA
2920,भगवान,,god,आशा
2920,भगवान,,god,डर
2920,भगवान,,god,खुशी
2920,भगवान,,god,सकारात्मक
2920,भगवान,,god,विश्वास
2921,एई,,ae,NA
2922,लह,,lah,NA
2923,बाला,,girl,NA
2924,झुल्यो,,jhulyo,NA
2925,झर्दा,,descending,NA
2926,अर्द्ध,,semi,NA
2927,निशा,,nisha,NA
2928,सुसन्देश,,merciful,सकारात्मक
2929,दीन,,poor,NA
2930,आयौँ,,grips,NA
2931,द्वारमा,,the gate,NA
2932,verse,,verse,NA
2934,दुर्दशा,,plight,आशा
2934,दुर्दशा,,plight,घृणा
2934,दुर्दशा,,plight,डर
2934,दुर्दशा,,plight,नकारात्मक
2934,दुर्दशा,,plight,दुखी 
2935,देखी,,viewed,NA
2936,संसारको,,world,NA
2937,पापको,,sin,रिस
2937,पापको,,sin,घृणा
2937,पापको,,sin,डर
2937,पापको,,sin,नकारात्मक
2937,पापको,,sin,दुखी 
2938,भारले,,loaded,NA
2939,मानव,,human,NA
2940,मिचेको,,transgressors,NA
2941,हाल,,hall,NA
2942,सुधार्न,,improve,आशा
2942,सुधार्न,,improve,खुशी
2942,सुधार्न,,improve,सकारात्मक
2942,सुधार्न,,improve,विश्वास
2943,ईश्‍वर,,god,आशा
2943,ईश्‍वर,,god,डर
2943,ईश्‍वर,,god,खुशी
2943,ईश्‍वर,,god,सकारात्मक
2943,ईश्‍वर,,god,विश्वास
2944,पुत्र,,son,NA
2945,जगमा,,foundation,सकारात्मक
2946,संकोच,,hesitation,डर
2946,संकोच,,hesitation,नकारात्मक
2947,नमानी,,without,NA
2948,मानावबीचको,,manavabicako,NA
2949,पापी,,sinful,रिस
2949,पापी,,sinful,घृणा
2949,पापी,,sinful,डर
2949,पापी,,sinful,नकारात्मक
2949,पापी,,sinful,दुखी 
2950,मानवको,,human,NA
2951,पापले,,sin,रिस
2951,पापले,,sin,घृणा
2951,पापले,,sin,डर
2951,पापले,,sin,नकारात्मक
2951,पापले,,sin,दुखी 
2952,तोड़ी,,breaks,NA
2953,मानवलाई,,human,NA
2954,लान,,lawn,NA
2955,ईश्‍वरकहाँ,,isvarakaham,NA
2956,आउनुभयो,,came,NA
2957,महान्,,great,NA
2958,दुष्ट,,evil,रिस
2958,दुष्ट,,evil,घृणा
2958,दुष्ट,,evil,डर
2958,दुष्ट,,evil,नकारात्मक
2958,दुष्ट,,evil,दुखी 
2959,शहर,,city,NA
2960,येरुशलेम,,jerusalem,NA
2961,गावैँ,,gavaim,NA
2962,बेथलेहेम,,bethlehem,NA
2963,जन्मे,,born,NA
2964,गोठैमा,,gothaima,NA
2965,बालक,,child,आशा
2965,बालक,,child,खुशी
2965,बालक,,child,सकारात्मक
2966,नरम,,soft,NA
2967,जीवनधार,,jivanadhara,NA
2968,तारणहार,,bein,NA
2969,बिश्‍वास,,believe,NA
2970,ल्याई,,bringing,NA
2971,हुन्छन्,,are,NA
2972,मृत्युपार,,mrtyupara,NA
2973,पोखिएर,,sustaining,NA
2974,घाँमको,,ghammako,NA
2975,खोंलु,,khonlu,NA
2976,सयपत्री,,mum,डर
2976,सयपत्री,,mum,नकारात्मक
2977,फूलसितै,,phulasitai,NA
2978,फक्री,,phakri,NA
2979,आँगनमा,,court,रिस
2979,आँगनमा,,court,आशा
2979,आँगनमा,,court,डर
2980,बतासको,,wind,NA
2981,भाका,,foz,NA
2982,बोलू,,i say,NA
2983,आँखाहरु,,eyes,NA
2984,छेक्न,,block,NA
2985,आउछन्,,come,NA
2986,धाउछन्,,dhauchan,NA
2987,मानिसका,,man,NA
2988,रोजू,,roju,NA
2989,उडू,,udu,NA
2990,प्वाँख,,feathers,NA
2991,पलायो,,implant,NA
2992,शान्ती,,peace,आशा
2992,शान्ती,,peace,खुशी
2992,शान्ती,,peace,सकारात्मक
2992,शान्ती,,peace,विश्वास
2993,तलाउको,,drown,डर
2993,तलाउको,,drown,नकारात्मक
2993,तलाउको,,drown,दुखी 
2994,कसले,,who,NA
2995,चलायो,,canon,NA
2996,तेसैले,,retype,NA
2997,सोधू,,sodhu,NA
2998,उड्यो,,nowe,NA
2999,थाम्दैन,,afterwards,NA
,,,,
3000,मान्दैन,,transgressors,नकारात्मक
,जूनको,,in June,प्रेम
,किरण,,ray,प्रेम
,स्पर्स,,Spurs,दुखी
,संगीतको,,music,खुशी
,संगीतको,,music,सकारात्मक
,संगीतको,,music,दुखी
,संगीतको,,music,प्रेम
NA,संगीतको,,music,देश्भक्ती
3005,सरगम,,gamut,प्रेम
3006,राग,,passion,आशा
3006,राग,,passion,खुशी
3006,राग,,passion,सकारात्मक
3006,राग,,passion,विश्वास
NA,राग,,passion,दुखी
3008,सजाऊ,,sajau,दुखी
3009,मौसम,,weather,प्रेम
3010,रिमझिम,,drizzling,खुशी
3011,वर्षा,,rain,दुखी
3012,भई,,Well,खुशी
3013,बसन्त,,spring,खुशी
3014,हृतु,,hrtu,खुशी
NA,कल,,tomorrow,दुखी
3016,कल,,tomorrow,आशा
,कल,,tomorrow,दुखी
3017,अप्रित,,aprita,प्रेम
NA,अप्रित,,aprita,दुखी
3018,बाहार,,Bahar,प्रेम
3019,प्रित,,a blind,प्रेम
NA,प्रित,,a blind,खुशी
3020,यौवन,,youth,रिस
3020,यौवन,,youth,आशा
3020,यौवन,,youth,डर
3020,यौवन,,youth,खुशी
3020,यौवन,,youth,सकारात्मक
3020,यौवन,,youth,आश्चर्य
,यौवन,,youth,प्रेम
3021,अफाप,,aphapa,NA
3022,आउंछ,,apart,खुशी
3023,झल्झली,,the oddest,खुशी
3024,शंकै,,era,दुखी
3027,पाना,,get,प्रेम
3028,लेखेथे,,lekhethe,NA
3029,जीवभरी,,jivabhari,प्रेम
,जीवभरी,,jivabhari,आशा
3030,रोजेथे,,rojethe,प्रेम
3035,मोहनी,,charm,सकारात्मक
,मोहनी,,charm,प्रेम
,,,#VALUE!,
3037,होस,,caution,रिस
3037,होस,,caution,आशा
3037,होस,,caution,डर
3037,होस,,caution,नकारात्मक
,,,#VALUE!,
,,,#VALUE!,
3040,फुल्दैन,,haughtiness,दुखी
,फुल्दैन,,haughtiness,नकारात्मक
,,,#VALUE!,
,,,#VALUE!,
,,,#VALUE!,
3044,निभाउन,,quenched,नकारात्मक
3045,निभ्दैन,,quenched,सकारात्मक
3046,सिन्दुरी,,sinduri,प्रेम
3047,तिर्खा,,thirst,आशा
3047,तिर्खा,,thirst,दुखी
3047,तिर्खा,,thirst,आश्चर्य
3048,मेटाउनु,,delete,नकारात्मक
3049,पिरतीको,,romance,आशा
3049,पिरतीको,,romance,डर
3049,पिरतीको,,romance,खुशी
3049,पिरतीको,,romance,सकारात्मक
3049,पिरतीको,,romance,दुखी
3049,पिरतीको,,romance,आश्चर्य
3049,पिरतीको,,romance,विश्वास
,,,#VALUE!,
3051,फाटे,,rent,नकारात्मक
,,,#VALUE!,
,,,#VALUE!,
,,,#VALUE!,
,,,#VALUE!,
3056,बन्दकी,,bandaki,नकारात्मक
,,,#VALUE!,दुखी
,,,#VALUE!,प्रेम
3057,उकास्न,,improve,आशा
3057,उकास्न,,improve,खुशी
3057,उकास्न,,improve,सकारात्मक
3057,उकास्न,,improve,विश्वास
3058,आउदैन,,forfeited,नकारात्मक
3059,सदर,,chief,सकारात्मक
,,,#VALUE!,
3061,जाली,,fake,नकारात्मक
3062,कदर,,treasure,आशा
3062,कदर,,treasure,खुशी
3062,कदर,,treasure,सकारात्मक
3062,कदर,,treasure,विश्वास
3063,झुठो,,false,नकारात्मक
,,,#VALUE!,
3065,जुठो,,wash,प्रेम
3066,देवता,,god,आशा
3066,देवता,,god,डर
3066,देवता,,god,खुशी
3066,देवता,,god,सकारात्मक
3066,देवता,,god,विश्वास
3067,कमजोरी,,weakness,नकारात्मक
3068,पीर,,Pir,दुखी
,,,,नकारात्मक
3069,बेदना,,pain,डर
3069,बेदना,,pain,नकारात्मक
3069,बेदना,,pain,दुखी
3071,रोएछौ,,roechau,दुखी
3072,निस्ठुरी,,nisthuri,प्रेम
3073,वाधा,,forbidding,रिस
3073,वाधा,,forbidding,डर
3073,वाधा,,forbidding,नकारात्मक
3074,आ,,coming,आशा
3079,सुकिली,,sukili,सकारात्मक
,सुकिली,,,खुशी
3080,सुकुमारी,,delicate,प्रेम
3083,निसानी,,Trail,NA
3085,रोपी,,thrust,प्रेम
3086,मुस्कानले,,smiling,खुशी
3086,मुस्कानले,,smiling,सकारात्मक
,मुस्कानले,,smiling,प्रेम
3087,गोडेर,,neat,सकारात्मक
3088,स्वर्गमै,,heaven,प्रेम
3094,अंधेरी,,dark,दुखी
3096,नखोज,,glory,आशा
3096,नखोज,,glory,खुशी
3096,नखोज,,glory,सकारात्मक
3096,नखोज,,glory,विश्वास
3097,भाड्न,,Lila,NA
3098,निर्लज्ज,,shameless,घृणा
3098,निर्लज्ज,,shameless,नकारात्मक
3099,चलेर,,gUIDE,सकारात्मक
3099,चलेर,,gUIDE,विश्वास
3100,श्वास,,breathing,प्रेम
,श्वास,,,खुशी
3105,हत्या,,killing,रिस
3105,हत्या,,killing,डर
3105,हत्या,,killing,नकारात्मक
3105,हत्या,,killing,दुखी
3106,फकाउदा,,phakauda,प्रेम
3107,सरापले,,blast,रिस
3107,सरापले,,blast,डर
3107,सरापले,,blast,नकारात्मक
3107,सरापले,,blast,आश्चर्य
3112,रुन,,cry,नकारात्मक
3112,रुन,,cry,दुखी
3113,हास्न,,laugh,खुशी
3113,हास्न,,laugh,सकारात्मक
3113,हास्न,,laugh,आश्चर्य
3118,हासो,,Hasso,खुशी
,हासो,,,प्रेम
3120,जीवनभरको,,lifetime,देश्भक्ती
,जीवनभरको,,,प्रेम
3122,झुक्दा,,ou,देश्भक्ती
3124,बदला,,revenge,रिस
3124,बदला,,revenge,आशा
3124,बदला,,revenge,डर
3124,बदला,,revenge,नकारात्मक
3124,बदला,,revenge,आश्चर्य
3125,जल्छ,,hell,रिस
3125,जल्छ,,hell,घृणा
3125,जल्छ,,hell,डर
3125,जल्छ,,hell,नकारात्मक
3125,जल्छ,,hell,दुखी
3127,नशाले,,intoxicated,घृणा
3127,नशाले,,intoxicated,नकारात्मक
3129,अध्यारो,,dark,दुखी
3133,प्रतिक्ष,,Pratikchya,प्रेम
3136,गुन्जिने,,gunjine,प्रेम
3137,सुन्यता,,rambling,नकारात्मक
3139,रित्तो,,eMPTY,दुखी
3140,गल्ती,,wrong,नकारात्मक
3142,मुटुभित्र,,goeth,प्रेम
3143,मरे,,dead,दुखी
3147,डुबिसक्यो,,dubisakyo,दुखी
3148,बिछोडमै,,bichodamai,दुखी
,बिछोडमै,,,प्रेम
3149,रमाइदियो,,ramaidiyo,खुशी
3150,कांडा,,Kanda,दुखी
NA,कांडा,,Kanda,प्रेम
3155,कुर,,Curr,दुखी
3162,निद,,cash,रिस
3162,निद,,cash,आशा
3162,निद,,cash,डर
3162,निद,,cash,खुशी
3162,निद,,cash,सकारात्मक
3162,निद,,cash,विश्वास
3163,बितिसके,,passed away,दुखी
3164,कुहिरो,,Fog,दुखी
3165,सरम,,shame,घृणा
3165,सरम,,shame,डर
3165,सरम,,shame,नकारात्मक
3165,सरम,,shame,दुखी
3166,च्याईनौ,,cyainau,NA
3168,खेल्ने,,playing,खुशी
3169,प्यार,,love,खुशी
3169,प्यार,,love,सकारात्मक
3171,शित,,Dew,दुखी
3172,सुस्ताएझै,,sustaejhai,प्रेम
3173,छातीमाथी,,chatimathi,प्रेम
3175,बिर्सु,,birsu,दुखी
,बिर्सु,,,प्रेम
3176,सिम्सिमे,,simsime,प्रेम
3178,रुझेको,,unclaimed,प्रेम
3179,मोतिजस्तो,,motijasto,प्रेम
3181,थोपा,,drops,प्रेम
3182,केसमा,,cache,प्रेम
3183,तर्केको,,fail to,दुखी
3184,सुनसान,,secluded,नकारात्मक
3184,सुनसान,,secluded,दुखी
3185,सुनबुट्टे,,sunabutte,प्रेम
3188,धड्कन,,rate,प्रेम
3189,झन्झनाइ,,jhanjhanai,दुखी
3191,चिर्बिरे,,cirbire,दुखी
,चिर्बिरे,,,प्रेम
3202,पसिनाका,,sweat,डर
3203,कपाल,,skull,प्रेम
3204,प्रिथ्बीमा,,prithbima,देश्भक्ती
3208,अलिकती,,a little,आशा
3211,रोकिएथे,,rokiethe,प्रेम
3212,अचानक,,suddenly,आश्चर्य
3214,सिरिरि,,groaned,प्रेम
3215,एकान्त,,solitary,प्रेम
,,,,दुखी
3216,दुनियामा,,the world of,देश्भक्ती
3219,अनन्त,,infinite,सकारात्मक
3220,बगाइ,,turneth,दुखी
3226,बाँचिरहे,,to live,प्रेम
,बाँचिरहे,,,सकारात्मक
3227,सपनीलाई,,sapanilai,प्रेम
3230,आहो.आहै,,ahoahai,खुशी
3231,आहाहा,,ahaha,खुशी
3232,आहाहा.हा.है,,ahahahahai,खुशी
3233,सिरिरिरि,,siririri,खुशी
3234,जिरिरि,,jiriri,खुशी
3236,हेय,,disdainful,दुखी
3239,हम्म्म,,hmm,दुखी
3241,हरयाली,,Green peace,प्रेम
3244,सलल,,Salal,खुशी
,सलल,,,प्रेम
3245,बगी,,buggy,दुखी
3249,आयू,,Ayew,आशा
,,,,प्रेम
3250,दिन्ने,,dinne,सकारात्मक
3252,तह,,fold,सकारात्मक
3261,सीतल,,rations,खुशी
3262,औने,,Distress,रिस
3262,औने,,Distress,घृणा
3262,औने,,Distress,डर
3262,औने,,Distress,नकारात्मक
3262,औने,,Distress,दुखी
3262,औने,,Distress,आश्चर्य
3265,अस्तित्व,,existence,सकारात्मक
3271,भनुँ,,hide,डर
3272,साँझेको,,samjheko,प्रेम
,साँझेको,,,विश्वास
3282,तल,,bottom,नकारात्मक
3282,तल,,bottom,दुखी
3286,नपाउने,,Concealed,आशा
3286,नपाउने,,Concealed,डर
3286,नपाउने,,Concealed,नकारात्मक
3286,नपाउने,,Concealed,आश्चर्य
3287,ऋतुहरु,,Seasons,सकारात्मक
,,,,suprise
,,,,खुशी
3296,जन्मका,,birth,आशा
3296,जन्मका,,birth,डर
3296,जन्मका,,birth,खुशी
3296,जन्मका,,birth,सकारात्मक
3296,जन्मका,,birth,विश्वास
3304,यौवनको,,youth,रिस
3304,यौवनको,,youth,आशा
3304,यौवनको,,youth,डर
3304,यौवनको,,youth,खुशी
3304,यौवनको,,youth,सकारात्मक
3304,यौवनको,,youth,आश्चर्य
3306,रगतहरु,,ragataharu,देश्भक्ती
3310,मरेपछि,,death,रिस
3310,मरेपछि,,death,आशा
3310,मरेपछि,,death,घृणा
3310,मरेपछि,,death,डर
3310,मरेपछि,,death,नकारात्मक
3310,मरेपछि,,death,दुखी
3310,मरेपछि,,death,आश्चर्य
3312,समझना,,understanding,सकारात्मक
3312,समझना,,understanding,विश्वास
3314,कल्पना,,fantasy,प्रेम
3322,लाहाइन,,lahaina,प्रेम
3323,जालमा,,trap,प्रेम
3324,फ्शहयो,,phsahayo,प्रेम
3325,योवान,,yovana,प्रेम
3326,ढली,,PRI,NA
3327,आहाहाअ,,ahahaa,खुशी
3328,हाआ,,haa,खुशी
3348,रातकी,,rataki,प्रेम
3350,मगमगे,,magamage,प्रेम
3351,बासना,,tarry,नकारात्मक
3356,बगल,,next,प्रेम
3360,योवन,,salad,प्रेम
3367,सिलिगुरि,,siliguri,प्रेम
NA,सिलिगुरि,,siliguri,दुखी
3376,जानू,,janu,दुखी
3377,छर,,sow,खुशी
3382,रमाउद,,ramauda,खुशी
3385,चुर,,STEAM,दुखी
3388,पर्खिरहे,,waited,प्रेम
3389,भिजेछु,,bhijechu,प्रेम
3391,कमाण्डर,,commander,देश्भक्ती
3406,नाचुँम्ला,,nacummla,खुशी
,नाचुँम्ला,,,प्रेम
3408,जिवनको,,lives,खुशी
3420,आहाहाहाहाहाहा,,ahahahahahaha,खुशी
3421,आकाशैमा,,towering,आशा
3421,आकाशैमा,,towering,डर
3421,आकाशैमा,,towering,सकारात्मक
3423,जुनकिरी,,junakiri,खुशी
3424,आशै,,unexpected,आशा
3424,आशै,,unexpected,डर
3424,आशै,,unexpected,खुशी
3424,आशै,,unexpected,नकारात्मक
3424,आशै,,unexpected,सकारात्मक
3424,आशै,,unexpected,आश्चर्य
3425,हिडिरहेछु,,hidirahechu,आशा
3426,पाउन,,find,आशा
3428,छाडि,,the pursuers,डर
3429,व्यर्थको,,futile,नकारात्मक
3429,व्यर्थको,,futile,दुखी
3431,अल्झी,,aljhi,डर
3432,बिताउने,,live,आशा
3434,रहरले,,pursuit,आशा
3436,कल्पनाहरु,,fantasies,प्रेम
3440,अाकाशलाई,,sky,सकारात्मक
3441,संसारलाई,,world,डर
,,,,विश्वास
3442,ढाक्ने,,cover,विश्वास
3443,विशाल,,great,देश्भक्ती
3445,बादलले,,cloud,नकारात्मक
3446,छोपेको,,covered,नकारात्मक
3451,अँगालोमा,,arms,विश्वास
3452,साथमै,,In front,विश्वास
3453,जुनि,,.Love,प्रेम
3454,home,,home,प्रेम
3457,मोह,,enchantment,प्रेम
3458,अल्जेछ,,aljecha,डर
3464,नबुझेपछि,,mum,डर
3464,नबुझेपछि,,mum,नकारात्मक
3465,,,,
3466,बर्बाद,,waste,घृणा
3466,बर्बाद,,waste,नकारात्मक
3472,डढेलो,,fires,दुखी
3473,साँझतिर,,evening,आशा
3474,बतासमा,,wind,आशा
3476,सररर,,sararara,खुशी
3477,यादहरू,,memories,विश्वास
3479,झललल,,jhalalala,खुशी
3482,पक्डिदेउ,,pakdideu,प्रेम
3484,सपनाहरु,,dreams,प्रेम
3487,रहरहरु,,raharaharu,आशा
3490,छाना,,haunt,डर
3490,छाना,,haunt,नकारात्मक
3494,आनन्दको,,happiness,आशा
3494,आनन्दको,,happiness,खुशी
3494,आनन्दको,,happiness,सकारात्मक
3497,चाँडै,,"soon,",आशा
3498,बितेको,,past,डर
3499,भिज्यो,,drenched,प्रेम
3503,बरी,,Bury,दुखी
3505,निला,,Blue,दुखी
3506,वरिपरि,,around,विश्वास
3508,हरायो,,lost,नकारात्मक
3508,हरायो,,lost,दुखी
3509,हिँडिरहेछु,,himdirahechu,आशा
3510,साहारामै,,saharamai,प्रेम
3517,बितेकाे,,bitekae,suprise
3520,कालाे,,kalae,दुखी
3525,देउराली,,The monuments,देश्भक्ती
3526,डाँडाको,,Sermon,सकारात्मक
3526,डाँडाको,,Sermon,विश्वास
3527,शीतल,,cool,सकारात्मक
3536,अाशा,,Hope,आशा
3536,अाशा,,Hope,खुशी
3536,अाशा,,Hope,सकारात्मक
3536,अाशा,,Hope,आश्चर्य
3536,अाशा,,Hope,विश्वास
3548,प्रतिक्षा,,wait,आशा
3548,प्रतिक्षा,,wait,नकारात्मक
3553,खाए,,eat,सकारात्मक
3555,ढलपल,,waver,डर
3555,ढलपल,,waver,नकारात्मक
3565,रेल,,rail,रिस
3565,रेल,,rail,आशा
3565,रेल,,rail,नकारात्मक
3566,छुक,,desirous,सकारात्मक
3567,बूढापाखा,,budhapakha,विश्वास
3568,समेटी,,retractable,सकारात्मक
3570,बितीसके,,have passed,सकारात्मक
3585,गार्हो,,difficult,डर
3586,मर्नेछौं,,die,डर
3586,मर्नेछौं,,die,नकारात्मक
3586,मर्नेछौं,,die,दुखी
3587,जिउनेछु,,will live,आशा
,जिउनेछु,,,खुशी
,जिउनेछु,,,सकारात्मक
3589,मनभरी,,Selah,प्रेम
3591,जित्नु,,winning,आशा
3591,जित्नु,,winning,घृणा
3591,जित्नु,,winning,खुशी
3591,जित्नु,,winning,सकारात्मक
3591,जित्नु,,winning,दुखी
3591,जित्नु,,winning,आश्चर्य
3591,जित्नु,,winning,विश्वास
3599,चीयाबारी,,ciyabari,प्रेम
3601,ओराली,,weakness,नकारात्मक
3604,बेस्सरी,,Violently,रिस
3604,बेस्सरी,,Violently,घृणा
3604,बेस्सरी,,Violently,डर
3604,बेस्सरी,,Violently,नकारात्मक
3604,बेस्सरी,,Violently,दुखी
3607,श्रीमान्,,husband,प्रेम
3608,गम्भीर,,serious,डर
3609,प्रचण्ड,,Prachanda,देश्भक्ती
3610,प्रतापी,,august,सकारात्मक
3611,भूपति,,Bhupathi,देश्भक्ती
3613,सरकार,,government,डर
3613,सरकार,,government,नकारात्मक
3614,महाराजाधिराजको,,Your Highness,देश्भक्ती
3615,सदा,,ever,विश्वास
3616,उन्नति,,progress,आशा
3616,उन्नति,,progress,खुशी
3616,उन्नति,,progress,सकारात्मक
3618,चिरायु,,ageless,खुशी
3620,प्रजा,,people,देश्भक्ती
3621,फैलियोस्,,spread,सकारात्मक
3624,थुँगा,,leaps,देश्भक्ती
3626,सार्वभौम,,sovereign,विश्वास
,सार्वभौम,,sovereign,देश्भक्ती
3628,प्रकृतिका,,nature,खुशी
3630,सम्पदाको,,heritage,विश्वास
,सम्पदाको,,heritage,देश्भक्ती
3631,आंचल,,border,देश्भक्ती
3632,वीरहरूका,,the mighty,देश्भक्ती
3633,स्वतन्त्र,,free,देश्भक्ती
3634,ज्ञानभूमि,,jnanabhumi,देश्भक्ती
3635,शान्तिभूमि,,santibhumi,देश्भक्ती
3636,तराई,,lowland,देश्भक्ती
3637,अखण्ड,,integrated,देश्भक्ती
3638,मातृभूमि,,motherland,देश्भक्ती
3640,जाति,,race,देश्भक्ती
3642,धर्म,,religion,विश्वास
,धर्म,,religion,देश्भक्ती
3643,संस्कृति,,culture,सकारात्मक
,संस्कृति,,culture,देश्भक्ती
3644,अग्रगामी,,pioneer,सकारात्मक
,अग्रगामी,,pioneer,देश्भक्ती
3645,राष्ट्र,,nation,विश्वास
,राष्ट्र,,nation,देश्भक्ती
3646,बिहानीको,,morning,आशा
3647,मिर्मिरेसङ्गै,,mirmiresangai,आशा
3656,विश्वासको,,faith,आशा
3656,विश्वासको,,faith,खुशी
3656,विश्वासको,,faith,सकारात्मक
3656,विश्वासको,,faith,विश्वास
3657,अनुभुति,,enjoy the,विश्वास
,,,,प्रेम
3658,स्वर्ग,खुशी,heaven,खुशी
3659,पवित्र,,holy,सकारात्मक
3682,पाउछु,,fortitude,खुशी
3682,पाउछु,,fortitude,सकारात्मक
3682,पाउछु,,fortitude,विश्वास
3684,जलाई,,fire,डर
3695,तृष्णा,,thirst,आशा
3695,तृष्णा,,thirst,दुखी
3695,तृष्णा,,thirst,आश्चर्य
3696,प्राप्ति,,receipt,सकारात्मक
3697,जन्म,,birth,आशा
3697,जन्म,,birth,डर
3697,जन्म,,birth,खुशी
3697,जन्म,,birth,सकारात्मक
3697,जन्म,,birth,विश्वास
3698,मृत्युुको,,mrtyuuko,दुखी
3701,बिवसता,,bivasata,प्रेम
3705,बिताए,,spent,नकारात्मक
3707,भाग्यमा,,granted,सकारात्मक
3716,रोज,,Daily,आशा
3723,आस,,nearby,आशा
3725,उत्साह,,enthusiasm,आशा
