no,word,English,sentiment
2262,मृत्युको,death,रिस
2263,मृत्युको,death,आशा
2264,मृत्युको,death,घृणा
2265,मृत्युको,death,डर
2266,मृत्युको,death,नकारात्मक
2267,मृत्युको,death,दुःखी 
2268,मृत्युको,death,आश्चर्य
2269,मृत्युपार,mrtyupara,दुःखी 
2270,मृत्युसम्म,death,रिस
2271,मृत्युसम्म,death,आशा
2272,मृत्युसम्म,death,घृणा
2273,मृत्युसम्म,death,डर
2274,मृत्युसम्म,death,नकारात्मक
2275,मृत्युसम्म,death,दुःखी 
2276,मृत्युसम्म,death,आश्चर्य
2277,मृत्युुको,mrtyuuko,दुःखी 
2278,मेची,mechi,देशभक्त
2279,मेटाउनु,delete,नकारात्मक
2280,मेटिएला,perish,डर
2281,मेटिएला,perish,नकारात्मक
2282,मेटिएला,perish,दुःखी 
2283,मेट्छु,acknowledge,सकारात्मक
2284,मेल,mail,आशा
2285,मेला,fair,सकारात्मक
2286,मैदान,ground,देशभक्त
2287,मैदान,ground,विश्वास
2288,मैदानमा,ground,विश्वास
2289,मैंयाहरु,mainyaharu,प्रेम
2290,मैलो,mallow,दुःखी 
2291,मोड,mode,विश्वास
2292,मोतिजस्तो,motijasto,प्रेम
2293,मोती,pearl,हर्ष
2294,मोती,pearl,सकारात्मक
2295,मोबाइल,mobile,आशा
2296,मोरी,mori,प्रेम
2297,मोरीलाई,mori,नकारात्मक
2298,मोरीलाई,mori,रिस
2299,मोरीलाई,mori,प्रेम
2300,मोह,enchantment,प्रेम
2301,मोहनी,charm,सकारात्मक
2302,मोहनी,charm,प्रेम
2303,मोहि,mohi,सकारात्मक
2304,मौका,opportunity,आशा
2305,मौका,opportunity,सकारात्मक
2306,मौसम,weather,प्रेम
2307,म्य्टु,mytu,प्रेम
2308,यस्मा,aloof,नकारात्मक
2309,यात्रामा,tour,प्रेम
2310,यात्रामा,tour,दुःखी 
2311,याद,remember,दुःखी 
2312,याद,,हर्ष
2313,यादमा,remember,प्रेम
2314,यादलाई,yadalai,प्रेम
2315,यादहरु,yadaharu,दुःखी 
2316,यादहरु,,प्रेम
2317,यादहरु,,हर्ष
2318,यादहरू,memories,विश्वास
2319,येशू,jesus,देशभक्त
2320,येशूको,jesus',देशभक्त
2321,योवन,salad,प्रेम
2322,योवान,yovana,प्रेम
2323,यौवन,youth,रिस
2324,यौवन,youth,आशा
2325,यौवन,youth,डर
2326,यौवन,youth,हर्ष
2327,यौवन,youth,सकारात्मक
2328,यौवन,youth,आश्चर्य
2329,यौवन,youth,प्रेम
2330,यौवनको,youth,रिस
2331,यौवनको,youth,आशा
2332,यौवनको,youth,डर
2333,यौवनको,youth,हर्ष
2334,यौवनको,youth,सकारात्मक
2335,यौवनको,youth,आश्चर्य
2336,रक्षा,defense,रिस
2337,रक्षा,defense,आशा
2338,रक्षा,defense,डर
2339,रक्षा,defense,सकारात्मक
2340,रक्सी,alcohol,दुःखी 
2341,रक्सी,alcohol,प्रेम
2342,रक्सी,alcohol,नकारात्मक
2343,रंग,color,हर्ष
2344,रंग,,दुःखी 
2345,रगत,blood,देशभक्त
2346,रगतमा,blood,प्रेम
2347,रगतले,blood,देशभक्त
2348,रगतले,,प्रेम
2349,रगतहरु,ragataharu,देशभक्त
2350,रंगीन,colored,प्रेम
2351,रङ्गले,purple,हर्ष
2352,रच्दै,forming,आशा
2353,रच्नुको,he designed,सकारात्मक
2354,रणामा,ranama,डर
2355,रमाइदियो,ramaidiyo,हर्ष
2356,रमाइलो,fun,आशा
2357,रमाइलो,fun,हर्ष
2358,रमाइलो,fun,सकारात्मक
2359,रमाउद,ramauda,हर्ष
2360,रमाउन,enhappy,आशा
2361,रमाउन,enhappy,हर्ष
2362,रमाउन,enhappy,सकारात्मक
2363,रमाउन,enhappy,विश्वास
2364,रमाउँला,ramaumla,दुःखी 
2365,रमाउँला,,हर्ष
2366,रम्दछु,ramdachu,हर्ष
2367,रम्न,highlands,हर्ष
2368,रसायो,with tears,दुःखी 
2369,रसायो,,प्रेम
2370,रसिएका,rasieka,दुःखी 
2371,रसिएका,,हर्ष
2372,रसिला,juicy,सकारात्मक
2373,रसिलो,succulent,नकारात्मक
2374,रसिलो,succulent,सकारात्मक
2375,रहने,stay,हर्ष
2376,रहन्छ,stays,सकारात्मक
2377,रहर,desire,प्रेम
2378,रहरले,pursuit,आशा
2379,रहरहरु,raharaharu,आशा
2380,रहुँला,stay with,प्रेम
2381,रहोस,rhos,हर्ष
2382,राइफलको,firearms,रिस
2383,राइफलको,firearms,डर
2384,राइफलको,firearms,नकारात्मक
2385,राग,passion,आशा
2386,राग,passion,हर्ष
2387,राग,passion,सकारात्मक
2388,राग,passion,विश्वास
2389,राग,passion,दुःखी 
2390,राजा,king,सकारात्मक
2391,राजाको,the king,हर्ष
2392,राजाको,the king,प्रेम
2393,राजीखुशी,voluntarily,सकारात्मक
2394,रातकी,rataki,प्रेम
2395,रातको,night,दुःखी 
2396,रातको,night,डर
2397,रातमा,night,दुःखी 
2398,रातमा,night,प्रेम
2399,राती,night,डर
2400,राती,night,दुःखी 
2401,रातो,red,प्रेम
2402,रातो,red,देशभक्त
2403,रानी,queen,प्रेम
2404,रानी,,देशभक्त
2405,राम,,देशभक्त
2406,राम्रा,good,आशा
2407,राम्रा,good,हर्ष
2408,राम्रा,good,सकारात्मक
2409,राम्रा,good,आश्चर्य
2410,राम्रा,good,विश्वास
2411,राम्रा,,हर्ष
2412,राम्री,beautiful,हर्ष
2413,राम्री,,प्रेम
2414,राम्री,beautiful,सकारात्मक
2415,राम्रो,good,आशा
2416,राम्रो,good,हर्ष
2417,राम्रो,good,सकारात्मक
2418,राम्रो,good,आश्चर्य
2419,राम्रो,good,विश्वास
2420,राष्ट्र,nation,विश्वास
2421,राष्ट्र,nation,देशभक्त
2422,रित्तो,eMPTY,दुःखी 
2423,रिमझिम,drizzling,हर्ष
2424,रिसाई,goeth,रिस
2425,रिसाउनी,risauni,नकारात्मक
2426,रिसाउने,anger,रिस
2427,रिसाउने,anger,नकारात्मक
2428,रिसायौ,reacted,रिस
2429,रुझेको,unclaimed,प्रेम
2430,रुदा,ruda,दुःखी 
2431,रुँदा,that matter,दुःखी 
2432,रुँदा,that matter,प्रेम
2433,रुन,cry,नकारात्मक
2434,रुन,cry,दुःखी 
2435,रुनुपर्यो,runuparyo,दुःखी 
2436,रुनुपर्यो,runuparyo,प्रेम
2437,रुन्छ,weep,नकारात्मक
2438,रुन्छ,weep,दुःखी 
2439,रुन्छु,cry,नकारात्मक
2440,रुन्छु,cry,दुःखी 
2441,रुप,as,प्रेम
2442,रुपैकी,rupaiki,प्रेम
2443,रुमाल,napkins,प्रेम
2444,रुवाई,ruvai,दुःखी 
2445,रुवाउछ,ruvaucha,दुःखी 
2446,रुवाउछ,ruvaucha,प्रेम
2447,रुवाएको,,दुःखी 
2448,रुवाएको,shed,नकारात्मक
2449,रून्छन,runchana,दुःखी 
2450,रेल,rail,रिस
2451,रेल,rail,आशा
2452,रेल,rail,नकारात्मक
2453,रेशमी,silk,सकारात्मक
2454,रेशमी,silk,प्रेम
2455,रोइ,roi,दुःखी 
2456,रोइरहनै,roirahanai,दुःखी 
2457,रोईदिन्छु,roidinchu,दुःखी 
2458,रोईसकेछन,roisakechana,दुःखी 
2459,रोईसकेछन,roisakechana,प्रेम
2460,रोए,cry,नकारात्मक
2461,रोए,cry,दुःखी 
2462,रोएछौ,roechau,दुःखी 
2463,रोएर,crying,नकारात्मक
2464,रोएर,crying,दुःखी 
2465,रोकिएथे,rokiethe,प्रेम
2466,रोकियो,stopped,नकारात्मक
2467,रोग,disease,रिस
2468,रोग,disease,घृणा
2469,रोग,disease,डर
2470,रोग,disease,नकारात्मक
2471,रोग,disease,दुःखी 
2472,रोज,Daily,आशा
2473,रोजेथे,rojethe,प्रेम
2474,रोदन,weeping,दुःखी 
2475,रोधि,rare,हर्ष
2476,रोपी,thrust,प्रेम
2477,लंका,ceylon,देशभक्त
2478,लगन,devotion,विश्वास
2479,लगन,,सकारात्मक
2480,लगाउने,wear,नकारात्मक
2481,लगाउने,wear,विश्वास
2482,लजाउदै,lajaudai,प्रेम
2483,लजाउने,shyness,प्रेम
2484,लडाइँ,fight,रिस
2485,लडाइँ,fight,डर
2486,लडाइँ,fight,नकारात्मक
2487,लडेर,fighting,रिस
2488,लडेर,fighting,नकारात्मक
2489,लडॉइ,ladoi,देशभक्त
2490,लड्छु,ladchu,सकारात्मक
2491,लड्छु,,दुःखी 
2492,लत्पतिएको,surely,प्रेम
2493,लत्रेन,latrena,देशभक्त
2494,लब्ली,labli,प्रेम
2495,लब्ली,labli,हर्ष
2496,लहर,wave,हर्ष
2497,लहर,,दुःखी 
2498,लहर,,डर
2499,लाउनु,wear,नकारात्मक
2500,लाउनु,wear,विश्वास
2501,लाउनेलाई,fancy,आशा
2502,लाउनेलाई,fancy,हर्ष
2503,लाउनेलाई,fancy,सकारात्मक
2504,लाखौँ,millions,सकारात्मक
2505,लाग्ने,pursue,सकारात्मक
2506,लाज,shame,घृणा
2507,लाज,shame,डर
2508,लाज,shame,नकारात्मक
2509,लाज,shame,दुःखी 
2510,लाज,,प्रेम
2511,लाजमानी,shame,प्रेम
2512,लाजमानी,shame,प्रेम
2513,लाजमानी,shame,प्रेम
2514,लाजमानी,shame,प्रेम
2515,लाजले,shame,घृणा
2516,लाजले,shame,डर
2517,लाजले,shame,नकारात्मक
2518,लाजले,shame,दुःखी 
2519,लाटी,lahti,प्रेम
2520,लामो,long,आशा
2521,लालि,redness,प्रेम
2522,लालिगुराँस,,देशभक्त
2523,लालिगुराँस,nblyc,सकारात्मक
2524,लाशमा,dead body,दुःखी 
2525,लाहाइन,lahaina,प्रेम
2526,लाहुरे,gurkha,देशभक्त
2527,लाहुरै,lahurai,देशभक्त
2528,लुकाइ,hiding,डर
2529,लुकाई,hidden,नकारात्मक
2530,लुकामारी,seek,आशा
2531,लुकेको,hidden,नकारात्मक
2532,लुकेर,secretly,नकारात्मक
2533,लुक्न,shelter,सकारात्मक
2534,लुक्न,shelter,विश्वास
2535,लेक,lake,देशभक्त
2536,लेकाली,highland,देशभक्त
2537,लेखा,account,विश्वास
2538,लेखाईमा,"cover,",सकारात्मक
2539,लैजाउ,align,प्रेम
2540,लैजाउ,align,दुःखी 
2541,लैजाउला,laijaula,हर्ष
2542,लोभहरु,lobhaharu,नकारात्मक
2543,लोभिएर,hoped that,नकारात्मक
2544,लोभिन्छौ,lobhinchau,नकारात्मक
2545,लोभी,greedy,घृणा
2546,लोभी,greedy,नकारात्मक
2547,लोभ्याइ,lobhyai,नकारात्मक
2548,ल्याएथे,lyaethe,सकारात्मक
2549,वओउन्डरफुल,vaoundaraphula,सकारात्मक
2550,वचन,word,सकारात्मक
2551,वचन,word,विश्वास
2552,वर,bridesmaid,हर्ष
2553,वर,bridesmaid,सकारात्मक
2554,वर,bridesmaid,विश्वास
2555,वरपिपललाई,varapipalalai,प्रेम
2556,वरिपरि,around,विश्वास
2557,वरिपरी,around,सकारात्मक
2558,वर्षा,rain,दुःखी 
2559,वल्दो,valdo,देशभक्त
2560,वसमा,janoah,नकारात्मक
2561,वाक्,speech,सकारात्मक
2562,वाचा,covenant,सकारात्मक
2563,वाचा,covenant,विश्वास
2564,वाधा,forbidding,रिस
2565,वाधा,forbidding,डर
2566,वाधा,forbidding,नकारात्मक
2567,वास,habitat,सकारात्मक
2568,विगतबाट,AHEAD,सकारात्मक
2569,विगतबाट,AHEAD,सकारात्मक
2570,विघ्न,disruption,रिस
2571,विघ्न,disruption,डर
2572,विघ्न,disruption,नकारात्मक
2573,विघ्न,disruption,आश्चर्य
2574,विघ्न,disruption,दुःखी 
2575,विचार,idea,सकारात्मक
2576,विचार,,नकारात्मक
2577,विना,without,दुःखी 
2578,विपना,bipana,प्रेम
2579,विपनामा,alko,सकारात्मक
2580,विर,senior,देशभक्त
2581,विरता,virata,देशभक्त
2582,विरह,separation,दुःखी 
2583,विरहीले,birahi,दुःखी 
2584,विरानो,extended,दुःखी 
2585,विलाई,villi,दुःखी 
2586,विशाल,great,देशभक्त
2587,विशालता,immensity,देशभक्त
2588,विश्वास,trust,विश्वास
2589,विश्वासको,faith,आशा
2590,विश्वासको,faith,हर्ष
2591,विश्वासको,faith,सकारात्मक
2592,विश्वासको,faith,विश्वास
2593,विषाद,depression,नकारात्मक
2594,विषाद,depression,दुःखी 
2595,विस्वासमा,biswas,विश्वास
2596,विहान,morning,दुःखी 
2597,विहानी,morning,प्रेम
2598,विहानी,morning,हर्ष
2599,वीर,heroic,हर्ष
2600,वीर,heroic,सकारात्मक
2601,वीर,heroic,विश्वास
2602,वीर,,देशभक्त
2603,वीरहरूका,the mighty,देशभक्त
2604,वैज्ञानिक,scientist,आशा
2605,वैज्ञानिक,scientist,सकारात्मक
2606,वैज्ञानिक,scientist,विश्वास
2607,वैंश,vainsa,प्रेम
2608,व्यथा,soreness,घृणा
2609,व्यथा,soreness,नकारात्मक
2610,व्यथा,soreness,दुःखी 
2611,व्यर्थको,futile,नकारात्मक
2612,व्यर्थको,futile,दुःखी 
2613,व्यर्थै,without,प्रेम
2614,व्यर्थ्यै,vyarthyai,नकारात्मक
2615,शंका,doubt,डर
2616,शंका,doubt,नकारात्मक
2617,शंका,doubt,दुःखी 
2618,शंका,doubt,विश्वास
2619,शंकै,era,दुःखी 
2620,शक्तिको,power,सकारात्मक
2621,शक्तिको,,देशभक्त
2622,शब्द,word,सकारात्मक
2623,शब्द,word,विश्वास
2624,शरण,shelter,सकारात्मक
2625,शरण,shelter,विश्वास
2626,शरीर,body,प्रेम
2627,शान,scintillation,देशभक्त
2628,शान्त,quiet,सकारात्मक
2629,शान्त,quiet,दुःखी 
2630,शान्त,,देशभक्त
2631,शान्ति,peace,आशा
2632,शान्ति,peace,हर्ष
2633,शान्ति,peace,सकारात्मक
2634,शान्ति,,देशभक्त
2635,शान्ति,peace,विश्वास
2636,शान्तिभूमि,santibhumi,देशभक्त
2637,शान्ती,peace,आशा
2638,शान्ती,peace,हर्ष
2639,शान्ती,peace,सकारात्मक
2640,शान्ती,peace,विश्वास
2641,शिखर,summit,देशभक्त
2642,शिखर,summit,देशभक्त
2643,शिखरमा,height,देशभक्त
2644,शिखरमा,,सकारात्मक
2645,शित,Dew,दुःखी 
2646,शितै,free and,हर्ष
2647,शिर,head,प्रेम
2648,शिलामा,stone mentions,देशभक्त
2649,शिवले,shiva,देशभक्त
2650,शिवले,,सकारात्मक
2651,शिशीर,sisira,दुःखी 
2652,शिसैकाट्योनी,sisaikatyoni,नकारात्मक
2653,शीतल,cool,सकारात्मक
2654,शुभ,good,आशा
2655,शुभ,good,हर्ष
2656,शुभ,good,सकारात्मक
2657,शुभ,good,आश्चर्य
2658,शुभ,good,विश्वास
2659,शुभकामना,greeting,सकारात्मक
2660,शुभकामना,greeting,आश्चर्य
2661,श्रद्धा,reverence,हर्ष
2662,श्रद्धा,reverence,सकारात्मक
2663,श्रद्धा,reverence,विश्वास
2664,श्रद्धाको,admiration,हर्ष
2665,श्रद्धाको,admiration,सकारात्मक
2666,श्रद्धाको,admiration,विश्वास
2667,श्राप,curse,रिस
2668,श्राप,curse,घृणा
2669,श्राप,curse,डर
2670,श्राप,curse,नकारात्मक
2671,श्राप,curse,दुःखी 
2672,श्रीमान्,husband,प्रेम
2673,श्वास,breathing,प्रेम
2674,श्वास,,हर्ष
2675,श्वासमा,to saturate,प्रेम
2676,सकिन,could,नकारात्मक
2677,संकै,sankai,नकारात्मक
2678,संकोच,hesitation,डर
2679,संकोच,hesitation,नकारात्मक
2680,सक्दिन,can not,दुःखी 
2681,सगरमाथा,everest,देशभक्त
2682,संगसंगै,embed,प्रेम
2683,संगालेको,bundled,सकारात्मक
2684,संगीत,music,हर्ष
2685,संगीत,music,सकारात्मक
2686,संगीत,music,दुःखी 
2687,संगीतको,music,हर्ष
2688,संगीतको,music,सकारात्मक
2689,संगीतको,music,दुःखी 
2690,संगीतको,music,प्रेम
2691,संगीतको,music,देशभक्त
2692,संगै,together,सकारात्मक
2693,संघर्षका,conflict,रिस
2694,संघर्षका,conflict,डर
2695,संघर्षका,conflict,नकारात्मक
2696,संघर्षका,conflict,दुःखी 
2697,सङ,seung,सकारात्मक
2698,सजाई,decorated,हर्ष
2699,सजाईदिउँला,sajaidiumla,सकारात्मक
2700,सजाउंछु,sajaunchu,सकारात्मक
2701,सजाऊ,sajau,दुःखी 
2702,सजिएको,blossoming,प्रेम
2703,सजिएर,daura,प्रेम
2704,सजिलै,easily,सकारात्मक
2705,सजिलो,easy,सकारात्मक
2706,सताइ,satai,नकारात्मक
2707,सति,sati,सकारात्मक
2708,सत्कारमा,hospitality,सकारात्मक
2709,सत्य,truth,सकारात्मक
2710,सत्य,truth,विश्वास
2711,सत्रु,an enemy,डर
2712,सत्रु,,रिस
2713,सदभाव,harmony,हर्ष
2714,सदभाव,harmony,सकारात्मक
2715,सदभाव,harmony,विश्वास
2716,सदभाव,harmony,प्रेम
2717,सदभाव,harmony,दुःखी 
2718,सदभाव,harmony,हर्ष
2719,सदभाव,harmony,सकारात्मक
2720,सदभाव,harmony,विश्वास
2721,सदभाव,harmony,प्रेम
2722,सदर,chief,सकारात्मक
2723,सदा,ever,विश्वास
2724,सद्भाव,good,आशा
2725,सद्भाव,good,हर्ष
2726,सद्भाव,good,सकारात्मक
2727,सद्भाव,good,आश्चर्य
2728,सद्भाव,good,विश्वास
2729,सधैँ,always,विश्वास
2730,सँधै,always,सकारात्मक
2731,संध्यामा,evening,प्रेम
2732,सन्कोच,sankoca,दुःखी 
2733,सन्जोग,accident,डर
2734,सन्जोग,accident,नकारात्मक
2735,सन्जोग,accident,दुःखी 
2736,सन्जोग,accident,आश्चर्य
2737,सन्तान,children,हर्ष
2738,सन्तान,children,प्रेम
2739,सन्तान,children,देशभक्त
2740,सपनाकि,sapanaki,प्रेम
2741,सपनामा,dream,प्रेम
2742,सपनामा,dream,आशा
2743,सपनाहरु,dreams,प्रेम
2744,सपनी,sapani,प्रेम
2745,सपनी,,हर्ष
2746,सपनी,,दुःखी 
2747,सपनीलाई,sapanilai,प्रेम
2748,सफा,clean,हर्ष
2749,सफा,clean,सकारात्मक
2750,सफा,clean,विश्वास
2751,सब,all,सकारात्मक
2752,सबॆ,sabe,सकारात्मक
2753,सबेर,sooner,आशा
2754,सभ्यता,civilization,सकारात्मक
2755,सभ्यता,civilization,विश्वास
2756,सभ्यता,,देशभक्त
2757,समझना,understanding,सकारात्मक
2758,समझना,understanding,विश्वास
2759,समय,time,आशा
2760,समयले,time,आशा
2761,समाऊ,hold,सकारात्मक
2762,समाऊ,,विश्वास
2763,समुन्द्र,sea,सकारात्मक
2764,समुन्द्र,sea,सकारात्मक
2765,समुन्द्र,sea,देशभक्त
2766,समुन्द्र,sea,प्रेम
2767,समेटी,retractable,सकारात्मक
2768,सम्झनलाई,painful,रिस
2769,सम्झनलाई,painful,घृणा
2770,सम्झनलाई,painful,डर
2771,सम्झनलाई,painful,नकारात्मक
2772,सम्झनलाई,painful,दुःखी 
2773,सम्झना,remember,प्रेम
2774,सम्झनाका,the memorial,दुःखी 
2775,सम्झनाका,,हर्ष
2776,सम्झिएर,more delicate,प्रेम
2777,सम्झिदेउ,samjhideu,प्रेम
2778,सम्झिरहन्छु,mentioning,प्रेम
2779,सम्झी,notice,दुःखी 
2780,सम्झी,,हर्ष
2781,सम्झे,recalled,प्रेम
2782,सम्झेर,remembering,प्रेम
2783,सम्पदाको,heritage,विश्वास
2784,सम्पदाको,heritage,देशभक्त
2785,सम्बन्ध,relationship,प्रेम
2786,सम्बन्धमा,relationship,प्रेम
2787,सम्मै,foundation,सकारात्मक
2788,सम्हाल,care,हर्ष
2789,सम्हाली,hold,प्रेम
2790,सम्हाली,hold,दुःखी 
2791,सम्हालू,samhalu,दुःखी 
2792,सम्हाल्नु,handling,दुःखी 
2793,सयपत्री,mum,डर
2794,सयपत्री,mum,नकारात्मक
2795,संयोग,combination,सकारात्मक
2796,संयोग,combination,आशा
2797,सरकार,government,डर
2798,सरकार,government,नकारात्मक
2799,सरगम,gamut,प्रेम
2800,सरगमका,gamut,सकारात्मक
2801,सरगमहरुमा,saragamaharuma,देशभक्त
2802,सरम,shame,घृणा
2803,सरम,shame,डर
2804,सरम,shame,नकारात्मक
2805,सरम,shame,दुःखी 
2806,सररर,sararara,हर्ष
2807,सरापले,blast,रिस
2808,सरापले,blast,डर
2809,सरापले,blast,नकारात्मक
2810,सरापले,blast,आश्चर्य
2811,सलल,Salal,हर्ष
2812,सलल,,प्रेम
2813,सल्केर,took place,सकारात्मक
2814,संवेगमा,fear,रिस
2815,संवेगमा,fear,डर
2816,संवेगमा,,दुःखी 
2817,संवेगमा,fear,नकारात्मक
2818,संसार,world,देशभक्त
2819,संसारलाई,world,डर
2820,संसारै,the world,देशभक्त
2821,संसारै,,प्रेम
2822,संस्कृति,culture,सकारात्मक
2823,संस्कृति,culture,देशभक्त
2824,सस्तो,cheap,नकारात्मक
2825,सहन,bear,रिस
2826,सहन,bear,डर
2827,सहर,city,प्रेम
2828,सहि,right,दुःखी 
2829,सहिदिन्छु,sahidinchu,दुःखी 
2830,सहेर,freely,हर्ष
2831,सहेर,freely,सकारात्मक
2832,सहेर,,दुःखी 
2833,सहेर,freely,विश्वास
2834,सह्रै,rigor,घृणा
2835,सह्रै,rigor,डर
2836,सह्रै,rigor,नकारात्मक
2837,साइनो,surely,सकारात्मक
2838,साइनोले,kinship,प्रेम
2839,साइँला,saila,प्रेम
2840,साइली,cowshed,प्रेम
2841,साइँली,saimli,प्रेम
2842,साउन,august,सकारात्मक
2843,साकार,realizing,सकारात्मक
2844,साक्षी,witness,विश्वास
2845,सागर,sea,सकारात्मक
2846,सागरबाट,sea,सकारात्मक
2847,सागरमा,sea,सकारात्मक
2848,साँची,impious,प्रेम
2849,साँचेर,store,प्रेम
2850,साँचो,TRUE,हर्ष
2851,साँचो,TRUE,सकारात्मक
2852,साँचो,TRUE,विश्वास
2853,साँझतिर,evening,आशा
2854,साँझमा,evening,प्रेम
2855,साँझमा,,दुःखी 
2856,साँझेको,samjheko,प्रेम
2857,साँझेको,,विश्वास
2858,साट्छे,satche,प्रेम
2859,साडीमा,saree,सकारात्मक
2860,साथ,with,प्रेम
2861,साथमा,with,प्रेम
2862,साथमै,In front,विश्वास
2863,साथि,Best Friends,हर्ष
2864,साथि,Best Friends,प्रेम
2865,साथी,friend,हर्ष
2866,साथी,friend,सकारात्मक
2867,साथी,friend,विश्वास
2868,साथीभाईको,friends to,विश्वास
2869,साथीभाईको,friends to,प्रेम
2870,साथीभाईको,friends to,हर्ष
2871,साथीले,friend,हर्ष
2872,साथीले,friend,सकारात्मक
2873,साथीले,friend,विश्वास
2874,साथैमा,relied on,प्रेम
2875,सादा,simple,सकारात्मक
2876,साधनाको,sadhana,सकारात्मक
2877,साधनाको,,प्रेम
2878,साधनाको,,हर्ष
2879,साधु,monk,सकारात्मक
2880,साधु,monk,विश्वास
2881,सान,grindstone,सकारात्मक
2882,सानी,young,आशा
2883,सानी,young,हर्ष
2884,सानी,young,सकारात्मक
2885,सानी,young,आश्चर्य
2886,सानु,sanu,प्रेम
2887,सानो,small,नकारात्मक
2888,सान्त्वना,comfort,आशा
2889,सान्त्वना,comfort,हर्ष
2890,सान्त्वना,comfort,सकारात्मक
2891,सान्त्वना,comfort,विश्वास
2892,साम्राज्य,empire,देशभक्त
2893,सारा,all,प्रेम
2894,साराले,sarah,सकारात्मक
2895,सार्योउ,saryou,दुःखी 
2896,सार्वभौम,sovereign,विश्वास
2897,सार्वभौम,sovereign,देशभक्त
2898,सालो,years,सकारात्मक
2899,सावित्री,savitri,सकारात्मक
2900,सास,mother,आशा
2901,सास,mother,हर्ष
2902,सास,mother,नकारात्मक
2903,सास,mother,सकारात्मक
2904,सास,mother,दुःखी 
2905,सास,mother,विश्वास
2906,सासले,defend the,सकारात्मक
2907,साहारा,sahara,प्रेम
2908,साहारामै,saharamai,प्रेम
2909,सिउदो,siudo,प्रेम
2910,सिउँदो,verge,आशा
2911,सिउँदो,verge,डर
2912,सिउँदो,verge,नकारात्मक
2913,सिउँदोमा,verge,आशा
2914,सिउँदोमा,verge,डर
2915,सिउँदोमा,verge,नकारात्मक
2916,सिक्ने,learning,सकारात्मक
2917,सित,with,प्रेम
2918,सित,with,प्रेम
2919,सित,with,हर्ष
2920,सिन्दुर,cork,प्रेम
2921,सिन्दुरी,sinduri,प्रेम
2922,सिमानामा,border,देशभक्त
2923,सिम्सिमे,simsime,प्रेम
2924,सिरसिरे,valley in,प्रेम
2925,सिरानी,pillow,सकारात्मक
2926,सिरानीमा,pillow,सकारात्मक
2927,सिरिरि,groaned,प्रेम
2928,सिरिरिरि,siririri,हर्ष
2929,सिरैमा,allegations,हर्ष
2930,सिलिगुरि,siliguri,प्रेम
2931,सिलिगुरि,siliguri,दुःखी 
2932,सीतल,rations,हर्ष
2933,सीताले,sita,देशभक्त
2934,सीमा,limit,देशभक्त
2935,सीमा,limit,प्रेम
2936,सुकाएर,dried,नकारात्मक
2937,सुकिली,sukili,सकारात्मक
2938,सुकिली,,हर्ष
2939,सुकुमारी,delicate,प्रेम
2940,सुकेको,dried,नकारात्मक
2941,सुख,happiness,आशा
2942,सुख,happiness,हर्ष
2943,सुख,happiness,सकारात्मक
2944,सुधार्न,improve,आशा
2945,सुधार्न,improve,हर्ष
2946,सुधार्न,improve,सकारात्मक
2947,सुधार्न,improve,विश्वास
2948,सुनको,gold,सकारात्मक
2949,सुनबुट्टे,sunabutte,प्रेम
2950,सुनसान,secluded,नकारात्मक
2951,सुनसान,secluded,दुःखी 
2952,सुनौलो,golden,हर्ष
2953,सुनौलो,,सकारात्मक
2954,सुन्दर,beautiful,हर्ष
2955,सुन्दर,beautiful,सकारात्मक
2956,सुन्दरी,belle,प्रेम
2957,सुन्दिन,audibly,नकारात्मक
2958,सुन्यता,rambling,नकारात्मक
2959,सुन्यतामा,void,दुःखी 
2960,सुम्पिदेउ,sumpideu,प्रेम
2961,सुम्पी,roll,प्रेम
2962,सुम्पीदिउँला,sumpidiumla,प्रेम
2963,सुम्पेको,given,सकारात्मक
2964,सुर,tone,प्रेम
2965,सुरमा,antimony,सकारात्मक
2966,सुरुवात,started,सकारात्मक
2967,सुरुवात,started,आशा
2968,सुर्ता,Sorrow,डर
2969,सुर्ता,Sorrow,नकारात्मक
2970,सुर्ता,Sorrow,दुःखी 
2971,सुर्य,surya,हर्ष
2972,सुवाश,suvasa,प्रेम
2973,सुसन्देश,merciful,सकारात्मक
2974,सुसेली,whistling,हर्ष
2975,सुस्तरी,gentle,सकारात्मक
2976,सुस्तरी,,दुःखी 
2977,सुस्ताएझै,sustaejhai,प्रेम
2978,सुहाको,sweet,आशा
2979,सुहाको,sweet,हर्ष
2980,सुहाको,sweet,सकारात्मक
2981,सुहाको,sweet,आश्चर्य
2982,सुहाको,sweet,विश्वास
2983,सूरिलो,surilo,हर्ष
2984,सृष्टिको,creation,सकारात्मक
2985,सृस्टीको,srstiko,देशभक्त
2986,सॅगै,segai,प्रेम
2987,सेतै,white,आशा
2988,सेतै,white,हर्ष
2989,सेतै,white,सकारात्मक
2990,सेतै,white,विश्वास
2991,सेतो,white,आशा
2992,सेतो,white,हर्ष
2993,सेतो,white,सकारात्मक
2994,सेतो,white,विश्वास
2995,सोचे,thought,आशा
2996,सोध्नु,ask,सकारात्मक
2997,सोध्लिननी,sodhlinani,सकारात्मक
2998,सोल्टिनिको,soltiniko,प्रेम
2999,सौन्द्रय,saundraya,प्रेम
3000,सौभाग्य,good luck,सकारात्मक
3001,स्नेहको,affection,हर्ष
3002,स्नेहको,affection,सकारात्मक
