lyrics,title,artist,sentiment
"दार्जिलिङको रेल गाडी,
छुक छुक गर्दै अघि बढी
बूढापाखा, यौवन


सबैलाई समेटी हिँडी
बितीसके कति जीवन
आयो फर्कि कति
अघि बढेछौ है तिमी
रूक्ने न कहिल्यै पनि
संसार म छाडी आएँ
तिमी जस्तै हैन, अर्को है

बतासे डाँडा काटेर,
आयो है फेरी फर्केर
इंजिन धुँवा उडाई
कु कु गरी सिटी बजाई
संसारको भीड़मा आज भागेछु म आज
तिम्रो र मेरो माझ पुरानो यो बन्धन अझ
लैजाऊ मलाई तिमीसँग
जिउन यहाँ गार्हो भयो है
कु कु
कु कु
कु कु
आ हा हा

दुई दिनको जिन्दगानी
मर्नेछौं है सबै हामी
जिउनेछु म माया नमारी
आ हा
मनभरी माया बोकी
समझन्छु म घरी घरी
गर्न अझ कति धेरै

तर टाढा त जानु छ मलाई
संसार जित्नु छ मलाई
नसक्ने केहिँ नरैछन् है
हो हो
तिम्रो साथ भएदेखि
तिम्ले हात थामेदेखि
संसार म जीतीदिन्छु
आकाश म चुमिदिन्छु

हरियाली हरियाली चारैतिर हरियाली
जतातिर हेर
भरिएको चीयाबारी
उकाली र ओराली गर्दै आयो डाँडा काटी
कहिल्ये काहीँ तिमी सम्झी याद आउछ बेस्सरी
हिँडेछु त्यो पारी चढेर म रेल गाडी

रेल गाडी रेल गाडी चढेर है जानेछु म
रेल गाडी रेल गाडी
रेल गाडी रेल गाडी चढेर है जानेछु म
रेल गाडी रेल गाडी
रेल गाडी रेल गाडी रेल गाडी
आ हा हा",रेल गाडी,बिपुल छेत्री,प्रेम
"श्रीमान् गम्भीर नेपाली
   प्रचण्ड प्रतापी भूपति
   श्री ५ सरकार महाराजाधिराजको
   सदा रहोस् उन्नति
   राखुन् चिरायु ईशले
   प्रजा फैलियोस्
   पुकारौ जय प्रेमले
   हामी नेपाली साराले
",,,देश्भक्ती
"
सयौं थुँगा फूलका हामी, एउटै माला नेपाली
सार्वभौम भई फैलिएका, मेची-महाकाली।

प्रकृतिका कोटी-कोटी सम्पदाको आंचल
वीरहरूका रगतले, स्वतन्त्र र अटल।

ज्ञानभूमि, शान्तिभूमि तराई, पहाड, हिमाल
अखण्ड यो प्यारो हाम्रो मातृभूमि नेपाल।

बहुल जाति, भाषा, धर्म, संस्कृति छन् विशाल
अग्रगामी राष्ट्र हाम्रो, जय जय नेपाल। 
",,,देश्भक्ती
बिहानीको मिर्मिरेसङ्गै अाँखा मेरो खुल्यो सुनौलो घामको झुल्का स्व्यम्भुमा पर्यो कदम मेरो चाल्दा चाल्दै पुगे म पशुपति देखे सारा मनिसको विश्वासको अनुभुति स्वर्ग जस्तै पवित्र ठाँउ यो हर्ष ले भरिएको मुस्कान छ सबै मानिसमा हर्शनै अडिएको अा अा अाअा अा मेरो काठमाडौं अा अा अाअा अा मेरो काठमाडौं धरहरा वसन्तपुर रानीपाेखरी प्रकृतिले छरिएको देख्छु वरिपरि मठ मन्दिर पुराना कलाहरु अनेक छन् म म र पिरो अचार सबै मिठो भन्दछन चरीहरुको चिर्बिरसङ्गै बागमती बग्दछिन आफ्नै टोल आफ्नै बाटोले बोलाउछ्न ए नवीन अा अा अाअा अा मेरो काठमाडौं अा अा अाअा अा मेरो काठमाडौं बिहानीको मिर्मिरेसङ्गै अाँखा मेरो खुल्यो सुनौलो घामको झुल्का स्व्यम्भुमा पर्यो कदम मेरो चाल्दा चाल्दै पुगे म पशुपति देखे सारा मनिसको विश्वासको अनुभुति स्वर्ग जस्तै पवित्र ठाँउ यो हर्ष ले भरिएको मुस्कान छ सबै मानिसमा हर्शनै अडिएको अा अा अाअा अा मेरो काठमाडौं अा अा अाअा अा मेरो काठमाडौं ।,Mero Kathmandu,Nabin K Bhattarai,देश्भक्ती
अाँखामा तिमिलाई पाउछु म धेरै धेरै अाँखामा तिमिलाई पाउछु म धेरै धेरै सपनीमा तिमिलाई पाउछु निन्द्रै भरी सपनीमा तिमिलाई पाउछु निन्द्रै भरी जलाई आफुलाई देखाउन म सक्दिन जलाई आफुलाई देखाउन म सक्दिन माया तिमिलाई गर्छु म धेरै धेरै माया तिमिलाई गर्छु म धेरै धेरै लिइ तिमिलाई हिड्ने छु म सधैं सधैं लिइ तिमिलाई हिड्ने छु म सधैं सधैं अंगालोमा तिमिलाई राख्नेछु म सधैं सधैं अंगालोमा तिमिलाई राख्नेछु म सधैं सधैं टुक्र्याइ आफुलाई जोड्न म सक्दिन टुक्र्याइ आफुलाई जोड्न म सक्दिन माया तिमिलाई गर्छु म धेरै धेरै माया तिमिलाई गर्छु म धेरै धेरै,Timi Malai,Nabin K Bhattarai,प्रेम
जिन्दगीमा कहिले छाया कहिले माया जिन्दगीमा मुहारमा कहिले हाशो कहिले आशु मुहारमा दिन र रात को माझमा साझ यो बसेको छ जिन्दगीमा कहिले छाया कहिले माया जिन्दगीमा प्रकृतिमा कहिले आन्धी कहिले शान्ति प्रकृतिमा जिबनमा कहिले तृष्णा कहिले प्राप्ति जिबनमा जन्म र मृत्युुको खेलमा श्वास यो अडेको छ जिन्दगीमा कहिले छाया कहिले माया जिन्दगीमा दिन र रात को माझमा साझ यो बसेको छ साझ यो बसेको छ जिन्दगीमा कहिले छाया कहिले माया जिन्दगीमा,Ye Jidagi,Nabin K Bhattarai,दुःखी 
मैले तिमीलाई चाहेर पनि तिम्रो नजिक म आउन सकिन सायद मेरो कमजोरी हो या मेरो बिवसता... मैले तिमीलाई चाहेर पनि तिम्रो नजिक म आउन सकिन सायद मेरो कमजोरी हो या मेरो बिवसता... जुन-तारा हेरेर कैयौं चिसा रात बिताए तिमी आउने बाटो हेरेर कैयौं ऋतु डुबि सके मैले तिमीलाई चाहेर पनि तिम्रो नजिक आउन सकिन सायद मेरो कमजोरी हो या मेरो बिवसता... मैले तिमीलाई चाहेर पनि तिम्रो नजिक म आउन सकिन सायद मेरो कमजोरी हो या मेरो बिवसता... लाग्छ मलाई मेरो भाग्यमा तिम्रो प्रतिक्षा नै थियो गोधुँलीको साँझमा पनि सङ्ग-सङ्गै हिंड्ने साथी भएन मैले तिमीलाई चाहेर पनि तिम्रो नजिक आउन सकिन सायद मेरो कमजोरी हो या मेरो बिवसता... मैले तिमीलाई चाहेर पनि तिम्रो नजिक म आउन सकिन सायद मेरो कमजोरी हो या मेरो बिवसता...,Timilai Chahera Pani,Nabin K Bhattarai,प्रेम
मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर पाइला आफै चाल सम्झ तिमी बाटो अाफै रोज सोच तिमी मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर भावनालाई छोपी राखी हल्ला नगर ईर्स्यालु धेरै हुन्छन् सल्ला नगर भावनालाई छोपी राखी हल्ला नगर ईर्स्यालु धेरै हुन्छन् सल्ला नगर जल्ने धेरै हुन्छ्न बुझ तिमी बाधा अनेक बन्छ्न भुल तिमी मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर पाइला आफै चाल सम्झ तिमी बाटो अाफै रोज सोच तिमी मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर पाइला आफै चाल सम्झ तिमी बाटो अाफै रोज सोच तिमी मनमै कुरा राखी हल्ला नगर कुरा काट्ने धेरै हुन्छन् सल्ला नगर,Halla Nagara,Nabin K Bhattarai,दुःखी 
बिहानी किरण सङ्गै सम्झनाले मुटु भरी आस जागी दिन्छ नयाँ उत्साह नयाँ उमंग ले सुन्दर सपना सिर्जिदिन्छ हावाले छोइदिदा मेरो मन वर्षातले चुमिदिदा यो तन तिम्रै सम्झनाले बोलाउछ तिम्रै मायाले मलाई डोर्याउछ बिहानी किरण सङ्गै सम्झनाले मुटु भरी आस जागी दिन्छ एक्लै बस्दा सुन्यतामा बतासले जिस्काउछ कल्पनामा आफैं डुबिदिदा नदिनाला सुसाइदिन्छ बतासको जिस्काइमा नदिनालाको सुसाइमा तिम्रो छाया देख्छु मनभरी तिम्रै माया पाउछु झलझली बिहानी किरण सङ्गै सम्झनाले मुटु भरी आस जागी दिन्छ,Bihani Kiran,Nabin K Bhattarai,प्रेम
अतीतको तिम्रो यादले झस्काइरहन्छ यो मन बिर्सन प्रयास गर्छु म सम्झना आउँछ किन झन फर्केन तिम्रो मन बढायो दुरि झन फर्केन तिम्रो मन बढायो दुरि झन नराम्रो केहि गरेकी मैले नमिठाे केहि बाेलेकि फर्केन तिम्रो मन पीडाहरु लुकाइ मुटुको माझ सम्झिरहन्छु तिमिलाई हर साझ बर्सन्छ्न आखाबाट अासुकाे भेल कठिन हुनेभाे विना हाम्रो मेल सक्दिन टाढिन रुन्छु म छिन छिन सक्दिन टाढिन रुन्छु म छिन छिन नराम्रो केहि गरेकी मैले नमिठाे केहि बाेलेकि फर्केन तिम्रो मन।,Tmro Mayale,Nabin K Bhattarai,प्रेम
ल हेऽऽऽऽऽऽऽऽ तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने हुर्रर्रर्रर्रर्रर्र अइया अइया अइया अइया हाँगो नाच्ने वन चरी त आकाशैको बाजा जुगौं भयो पिरीम भाको बल्ल भेटे आज सुनको औंठी सिलामुन्द्री साथ लिइ आम्ला बात् त लागे नेपाल जाम्ला रृण परे तिरम्ला हे ऽऽ तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने हे ऽऽऽऽऽऽऽऽऽऽ स्बास्स हुर्रर्रर्रर्र अइया सत्य जुगको ढुंगे चकमक कलीजुगको सलाई रातको निंद दिनको सुर्ता साध्य छैन मलाई फूलपाती देउरालीलाई भाकल गरी आएँ ज्यानको माया पाउँ भनी कसम मैले खाएँ हे ऽऽऽऽ तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने तालको पानी माछीले खानी पिरीम सित जाने कि नजाने ल है ऽऽऽऽऽऽऽऽऽ स्बास्स स्याबास्स स्याबास्स हे ऽऽऽऽऽऽऽऽऽऽऽ हुर्रर्रर्रर्रर्रर्र ल है ऽऽऽऽऽऽऽऽऽ स्बास्स उठ्यो बस्यो उठ्यो उठ्यो बस्यो उठ्यो उठ्यो बस्यो उठ्यो बस्यो उठ्यो बस्यो उठ्यो बस्यो,Taal ko Paani,नेपथ्य, हर्ष 
घाम डूब्यो साँझ पर्यो अब छुट्टिने पनि बेला भो आजको दिन पनि बित्यो यो रात काट्ला नकाट्ला भोली आउला या नआउला फेरी भेट होला नहोला यो छोटो गीत तिमीलाई फेरी नभेटेसम्मलाई यदि फेरी भेटै नभए साँची राख्नु सम्झनलाई,Choto Geet,नेपथ्य,प्रेम
सुन हे गाँउले हो सुन सुन पराई घरको कथा होईन यो घर भित्रकै ब्यथा हाम्रै हो सुन हे हिमालको काखमा सुख शान्ती थियो मर्यादाको मियो सल्केर बल्यो सुनसान रातमा दनदनी आगो मृत्युको लहर फैलिए जस्तो गाँउ-बस्ती मा डर भो (समयको झेल्ली खेलैले देश दुख्यो गाँउ-ठाँउमा) २ कोशीस गर्ने दाजै दिदै हो देश दुख्यो गाँउ-ठाँउमा अईया... लछारिनु-पर्ने पछारिनु-पर्ने बिनाकारण सधै छोपी खानु पर्ने नखाको बिख लागी नै रहने हर पल हर साँझ मरिरहनु पर्ने कुन दैबको स्राप लाज्ञो अचम्मै भो हाम्रो घरैमा सिस्नो उम्र्यो दैलो-दैलो मा सिमानामा टक्क अडेर छाती भरी देश बोकेर सिमानामा टक्क अडेर छाती भरी देश बोकेर रोए है पैतला देखी हत्केला सम्म निधारको छाला फुटुन्जेलसम्म चर्केर छाती उर्लियो ब्यथा चुपचाप जंघार तर्निमा बेला भक्कनो छाडी रुदै (मुंग्लान पसे हाम्रै दाजु भाइ पुर्वै जाने रेलै चढेर) २ मन बचनमा प्रीती साँचेर बैर भाव साँच्चै त्यागेर सोचे है नभए देश कहाँ पाउँछ स्वर्ग त्यो बिधी कुरा मन मै गुन शान्ती भन्दा पर छैन अर्को बुद्ध प्रेमले बेरे बैरी ले छुन्न यसयमयसलिरिक्स-डट-कम लौ बेलैमा होस पुर्याउ (सुन्दर शान्त देश रचेर पुर्खैको आशिस सम्झेर) २ सुन हे गाँउले हो सुन सुन पराई घरको कथा होईन यो घर भित्रकै ब्यथा हाम्रै हो सुन हे हिमालको काखमा सुख शान्ती थियो मर्यादाको मियो सल्केर बल्यो सुनसान रातमा दनदनी आगो मृत्युको लहर फैलिए जस्तो गाँउ-बस्ती मा डर भो (समयको झेल्ली खेलैले देश दुख्यो गाँउ-ठाँउमा) २ कोशीस गर्ने दाजै दिदै हो देश दुख्यो गाँउ-ठाँउमा अईया... लछारिनु-पर्ने पछारिनु-पर्ने बिनाकारण सधै छोपी खानु पर्ने नखाको बिख लागी नै रहने हर पल हर साँझ मरिरहनु पर्ने कुन दैबको स्राप लाज्ञो अचम्मै भो हाम्रो घरैमा सिस्नो उम्र्यो दैलो-दैलो मा सिमानामा टक्क अडेर छाती भरी देश बोकेर सिमानामा टक्क अडेर छाती भरी देश बोकेर रोए है पैतला देखी हत्केला सम्म निधारको छाला फुटुन्जेलसम्म चर्केर छाती उर्लियो ब्यथा चुपचाप जंघार तर्निमा बेला भक्कनो छाडी रुदै (मुंग्लान पसे हाम्रै दाजु भाइ पुर्वै जाने रेलै चढेर) २ मन बचनमा प्रीती साँचेर बैर भाव साँच्चै त्यागेर सोचे है नभए देश कहाँ पाउँछ स्वर्ग त्यो बिधी कुरा मन मै गुन शान्ती भन्दा पर छैन अर्को बुद्ध प्रेमले बेरे बैरी ले छुन्न यसयमयसलिरिक्स-डट-कम लौ बेलैमा होस पुर्याउ (सुन्दर शान्त देश रचेर पुर्खैको आशिस सम्झेर) २,Simanama,नेपथ्य,दुःखी 
"सम्साँझैमा काग कराईरह्यो खै केको खबर ल्याउने हो सम्साँझैमा काग कराईरह्यो खै केको खबर ल्याउने हो मुर्छना, मरेको गित सुन्दा सन्दै म थाकि सकेँ लौ के के यहाँ हुने हो सम्साँझैमा काग कराईरह्यो खै केको खबर ल्याउने हो समयको क्रुर छाया यहाँ हिमालमा परेजस्तो छ दुनैको रगतमा त रोल्पाको घाउमा सिरानीमा फुलै सिउरी निदाउन म सक्दिन आदर्शको कुरा म केही पनि बुझ्दिन छातछुल्ल पोखिएर दुख पिडा अंगाल्दै आउ सँगै बसेर एकअर्कालाई बुझौ यो रात छिचोल्ने एक मघुर गित गाउँ सम्साँझैमा काग कराईरह्यो खै केको खबर ल्याउने हो नियतिका खेलहरु मै माथि झरेजस्तो छ के भो यो जगतमा लौ बेला यो फगतमा नियतिका खेलहरु मै माथि झरेजस्तो छ के भो यो जगतमा लौ बेला यो फगतमा सिरानीमा सुसेलेर सुस्ताउन म पाउदिन संघर्षका कुरा म भेउ नै पाउदिन जताजतै अल्झिएका विपना संगाल्दै आउ संगै मिलेर नयाँ संसार बुनौ यो विराम छोडौँ अमर हुने पि्रत लाउँ सम्साँझैमा काग कराईरह्यो खै केको खबर ल्याउने हो सम्साँझैमा काग कराईरह्यो खै केको खबर ल्याउने हो",Samsajhayima,नेपथ्य,दुःखी 
टाढा धेरै टाढा उडेका रंगीन चरा धर्तिमा कहिले फिर्लान् आकाशको कालो मैलो हटि घाम जुन कहिले खुल्लान् टाढा धेरै टाढा उडेका रंगीन चरा धर्तिमा कहिले फिर्लान् संघारमा कमजोर आमाको छाया हुरी चलेको आवेगमा संघारमा कमजोर आमाको छाया हुरी चलेको आवेगमा यस्तो लाग्छ यो घरसंसार जलिरहेछ संवेगमा आज हामी माझ बल्झेका पिर सारा विलाई कहिले झर्लान् ओठमा चन्द्र सुर्य चम्के सरी मुस्कान कहिले भर्लान् मुस्कान कहिले भर्लान् यात्रामा बाटो पहिल्याउँदै यात्रि एकदिन पुग्छन् मुलबाटोमा यात्रामा बाटो पहिल्याउँदै यात्रि एकदिन पुग्छन् मुलबाटोमा घरलाई पिर्ने बाधा अड्चन मन्छाई दिउँला दोबाटोमा गाढा धेरै गाढा युगौँको भाइचारा तोडेर तोडिन्न एकदम पहाडमा मधेश धुन अनेक नाचौँ न मिलेर छमछम नाचौँ न मिलेर छमछम नाचौँ न मिलेर छमछम नाचौँ न मिलेर छमछम नाचौँ न मिलेर छमछम नाचौँ न मिलेर छमछम नाचौँ न मिलेर छमछम,Rangin Chara,नेपथ्य,दुःखी 
आमा हुन आमा हुन सह्रै असजिलो छ पहाड जस्तो उचाईमा पुगेर मैदान भईदिनु पर्ने मैदानमा पुगेर उकालो भईदिनु पर्ने हो... उकालो भईदिनु पर्ने आमा हुन... सन्तानहरु कहाँ पुग्छन् खोलाहरु जस्तो-२ सपनाहरु कहाँ पुग्छन् स्वच्छन्द चराहरु जस्तो आमाहरु पहाड छेउको चौतारी हुन अभिशप्त छन् -२ आमा हुन अफ्ठ्यारो छ आमा हुन... पहाड हुन जस्तै गह्रो छ आमा हुन... आमा हुन सह्रै असजिलो छ पहाड जस्तो उचाईमा पुगेर मैदान भ ईदिनु पर्ने मैदानमा पुगेर उकालो भईदिनु पर्ने हो उकालो भईदिनु पर्ने आमा हुन आमा हो...,Ghatana,नेपथ्य, हर्ष 
माथि उच्च आकाश उड्दा सिमलको भुवा झै उड्यो मेरो मन माथि उच्च आकाश उड्दा सिमलको भुवा झै उड्यो मेरो मन सात समुन्द्र तरेर आउदा साथि मैले भेट्न सकिन घरको कुरा भन्नै मैले पाइन घरको कुरा भन्नै मैले पाइन भित्रि कुरा खै कुन्नी के थियो झिलिमिलि इर्ष्या जाग्दै आयो धर्ति उहि हो आकाश पनि उहि हो के विघ्न प्रगति हो यो आँखै सिम पलायो हुने भए एकादेशको कथा टिपिलान्थे मेरो देशमा जहाँ हिमाल हाँसेको छ गुँरास फुल्ने पाखा छ रोधि बस्ने गाँउ छ माया साट्ने मन छ घरबाट आको म त खै के कुरा गरू सुन्ने कोहि भए सञ्चार भन्थे हा हा हा हा हा हा हा हा हा हा हा हा हा हा आमा बाबाले सम्चार सँगै आशिष पठा'छन् प्रियसीले बिछोडको पीडा पठा'छिन् जन्मभुमिले तिम्रो अभाव पठा'छन् जन्मभुमिले तिम्रो अभाव पठा'छन् दिन दशा बिग्रेको बेला धेरै कुरा बिग्रेका छन् हा हा हा हा हा भाइ भाइ लडेर विरता मरेको बेला गाँउ शहरमा मन डढेको कुरा पोखु भन्थे सुन्दिने कोहि भए त हो सात समुन्द्र तरेर आउदा साथि मैले भेट्न सकिन घरको कुरा भन्नै मैले पाइन घरको कुरा सुन्ने कोहि पाइन घरको कुरा भन्नै मैले पाइन घरको कुरा सुन्ने कोहि पाइन,Ghar ko kura,नेपथ्य,देश्भक्ती
(जून झै शितलु... घाम झै पारिलो...)२ जहाँ जाउँ तिमी दाहिने चन्द्रमा परोस् शान्ति... (दुबो जस्तै फैलिदैं जाउ पाति जस्तै मल्किदैं जाउ)२ (बर-पिपल झैं मेरो देउरालीमा छाउन आउ)२ दिन छदैं बादलुले हिमाललाई छेके के भो (आखिर भोली उजेली त हुनु छदैं छ)२ मन बाझ्ने कुराहरु आपसमा धेरै होलान् आफ्नै सम्झि बिर्सि दिनु चुपचाप (आवाज छन्)६ (मिर्मिरेमा निस्के जस्तै दिन भरी कर्म गर्दै साँझ घर फिर्न पाउँ)२ (तिमी हामी मरेर गए नि)२ यो देश सधैं रहि रहोस्,जून झै,नेपथ्य,देश्भक्ती
"(आमा हुन)× 2 सार्है असजिलो छ पाहाड जस्तो उचाइमा
 पुगेर मैदान भैदिनु पर्ने मैदानमा पुगेर उकालो भैदिनु पर्ने होओओओओ .
उकालो भैदिनु पर्ने आमा हुन हे.ए. (सन्तानहरु कहाँ पुग्छन खोलाहरु जस्तो
)×२ सपनाहरु कहाँ पुग्छन स्वछन्द जराहरु जस्तो
 आमाहरु पहाड छेउको चौतारीहुन
 अभिसक्त छन आमा हुन अप्ठ्यारो छ आमा हुन पहाड हुन जस्तै गार्हो छ
आमा हुन हे .ए।।।हो",Ama,नेपथ्य, हर्ष 
अग्लिने सुरमा हिमाल गहिरिने तालमा नदी अग्लिने सुरमा हिमाल गहिरिने तालमा नदी जन्मै देखिको लडाइँ यो खै कहिले सकिने हो कहिले सकिने हो अग्लिने सुरमा हिमाल गहिरिने तालमा नदी पर्वतहरु फोरी भित्र दुखेको दुखै पर्वतहरु फोरी भित्र दुखेको दुखै हिम पहिरो छलेको छलै छाँगो छाँगै छ-छल्क्यो पानी नदी गहिरो बग्यो कता-कता थाहा छैन छुट्ने कहाँ एउटा जुनी धुँदा पनि सेतै रहन्छ हिमाल निलै निलो आकाश निलै निलो आकाश निलै निलो आकाश,अग्लिने सुर,नेपथ्य, हर्ष 
मेरो हजुर यो माया तिमीलाई नै हो मेरो हजुर यो माया तिमीलाई नै हो सम्हाली राख जोगाएर राख सम्हाली राख जोगाएर राख मेरो हजुर यो माया तिमीलाई नै हो सुनसान रात कहाँ हो कता तारा गन्दै तिमीलाई खोजी बसेँ सुनसान रात कहाँ हो कता तारा गन्दै तिमीलाई खोजी बसेँ बाहिर हिमाल हाँसिरहेथ्यो जून लजाउँदै थियो त्यति नै बेला सिरानी पल्टाएथेँ हजुरलाई सम्झेर मै जसरी बिउँझ्यौ कि तिमी पनि मै जसरी बिउँझ्यौ कि तिमी पनि मेरो हजुर म त पागल प्रेमी बेहोसी हुँ मेरो हजुर म त पागल प्रेमी बेहोसी हुँ सम्हाल मलाई नत्र म बौलाउने छु सम्हाल मलाई नत्र म बौलाउने छु,Mero Hajur,नेपथ्य,प्रेम
मै मरि जाउँला जीवन छोटो छ मै मरि जाउँला जीवन छोटो छ हो लेखेको सम्झना चेथेर नफाल सिरानमा फोटो छ सिरानमा फोटो छ मै मरि जाउँला जीवन छोटो छ मै मरि जाउँला जीवन छोटो छ हो लेखेको सम्झना चेथेर नफाल सिरानमा फोटो छ सिरानमा फोटो छ सेतो कागतमा मनको रङ्गले फूलबुट्टा भरि पठाछु जतन गरी बाचेर मनले जवाफ लेखी पठाउनु हो जवाफ लेखी पठाउनु मै मरि जाउँला जीवन छोटो छ मै मरि जाउँला जीवन छोटो छ हो लेखेको सम्झना चेथेर नफाल सिरानमा फोटो छ सिरानमा फोटो छ आकाशै ज्यानको त्यो खुर्पी जून तुम्बाको लोँदुली छेकनी भेटघाट सपनी जस्तो यो मन के गरी बुझाउनी हो यो मन के गरी बुझाउनी मै मरि जाउँला जीवन छोटो छ मै मरि जाउँला जीवन छोटो छ हो लेखेको सम्झना चेथेर नफाल सिरानमा फोटो छ सिरानमा फोटो छ सिरानमा फोटो छ सिरानमा फोटो छ सिरानमा फोटो छ सिरानमा फोटो छ,Siran ma photo cha,नेपथ्य,दुःखी 
पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना हिमले ल्याउँछ हिमको खात नदीले बगर बन डढेको सबले देख्छ मन डढेको कस्ले हिमले ल्याउँछ हिमको खात नदीले बगर बन डढेको सबले देख्छ मन डढेको कस्ले शितैमा त फुलको हाँगो नओईलाउँदो रैछ शितैमा त फुलको हाँगो नओईलाउँदो रैछ त्यही खेर के पर्यो मलाई आफ्नो भन्ने को छ र पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना बुढी भए बौसी भन्छन गरीब भए चोर दुनियाको चाल-चलन भनी साध्य छ र बुढी भए बौसी भन्छन गरीब भए चोर दुनियाको चाल-चलन भनी साध्य छ र खान भए सबैजना आउँछन अघी पछी खान भए सबैजना आउँछन अघी पछी आखिरमा कोही हुन्न नि है आफ्नै काल-गती पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना पल्ला घरका वोइका चाँदिका कंगना,Palla ghar ko,नेपथ्य, हर्ष 
तिमी पनि नेपाली म पनि नेपाली तिमी पनि नेपाली म पनि नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली तिमी पनि नेपाली म पनि नेपाली तिमी पनि नेपाली म पनि नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली विगतबाट सिक्ने हो बोकी हिँड्ने हैन हैन हैन हैन विगतबाट सिक्ने हो बोकी हिँड्ने हैन अल्झी बसे एकै ठाउँ शिखर देखिँदैन उहिलेको पीडा भुल्न सकौँ मनको मैलो धुन सकौँ धुन सकौँ धुन सकौँ हे . अनि पो नेपाली हामी नेपाली हामी नेपाली हामी नेपाली तिमी पनि नेपाली म पनि नेपाली तिमी पनि नेपाली म पनि नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हिमाल पहाड तराईमा सीमा कतै छैन छैन छैन छैन हिमाल पहाड तराईमा सीमा कतै छैन मनको सीमा गहिरिए कहिले मेटीँदैन माफी हामी गर्न सकौँ सदभाव छर्न सकौँ छर्न सकौँ छर्न सकौँ हे... अनि पो नेपाली हामी नेपाली हामी नेपाली हामी नेपाली तिमी पनि नेपाली म पनि नेपाली तिमी पनि नेपाली म पनि नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली हामी नेपाली,Himali Nepali,नेपथ्य,देश्भक्ती
"केटा: भन्छु आज मनका कुरा सुन्छ्यौ भने तिमी
जुनी जुनी सम्म मेरै हुन्छ्यौ भने तिमी
केटी: हम्…. भन्छु आज मनका कुरा सुन्छौ भने तिमी
जुनी जुनी सम्म मेरै हुन्छौ भने तिमी
केटा : जिन्दगीको कुनै मोडमा रुनुपर्यो भने
आफ्नै सम्झी परेली छुन्छ्यौ भने तिमी
केटा र केटी: हम्…..आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटा: भन्छु आज मनका कुरा
केटी: हम्…..हम्…..हम्…..
केटा: तिम्रो साथमा भए हाँस्न सजिलो हुन्छ मलाई
भविष्य सम्झिएर बाँच्न सजिलो हुन्छ मलाई
केटी: हम्……तिम्रो साथमा भए हाँस्न सजिलो हुन्छ मलाई
भविष्य सम्झिएर बाँच्न सजिलो हुन्छ मलाई
केटा: मेरा हर्ष  सबै नै तिम्लाई दिन्छु मेरो हुन्छ्यौ भने तिमी
ती हातले यी परेली छुन्छ्यौ भने तिमी
केटा र केटी: हम्….हम्…. आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटी: भन्छु आज मनका कुरा
केटा: सुन्छ्यौ भने तिमी
केटी: तिमीबाहेक अरु छैन जीवनमा ठुलो कुरा
तिमी भए सबै पुरा हुँदैन केही अधूरा
केटा: तिमीबाहेक अरु छैन जीवनमा ठुलो कुरा
तिमी भए सबै पुरा हुँदैन केही अधूरा
केटी: सुम्पिदिन्छु तिमीलाई जिन्दगी नै मेरो हुन्छौ भने तिमी
ती हातले यी परेली छुन्छौ भने तिमी
केटा र केटी: हो हो आफ्नै सम्झी परेली छुन्छौ भने तिमी
केटी: भन्छु आज मनका कुरा सुन्छौ भने तिमी
केटा: जुनी जुनी सम्म मेरै हुन्छ्यौ भने तिमी
",भन्छु आज मनका कुरा,"अन्जु पन्त , सुगम पोखरेल ",प्रेम
